Var1,Var2,r,se,p,n,Analysis,absZ
ScqSocia 8yr,AsqMotor 5yr,-0.007,0.006,0,,QRS,1.11
SmfqFull 8yr,AsqMotor 5yr,0.095,0.006,0,,QRS,16.1
SpinFull 8yr,AsqMotor 5yr,0.066,0.006,0,,QRS,11
SprakSeman 8yr,AsqMotor 5yr,0.124,0.006,0,,QRS,19.38
CapeFullC 14yr,AsqMotor 5yr,0.002,0.009,0,,QRS,0.23
PeqParenC 14yr,AsqMotor 5yr,0.002,0.009,0,,QRS,0.23
SbSchooC 14yr,AsqMotor 5yr,0.01,0.009,0,,QRS,1.16
SclAnxieC 14yr,AsqMotor 5yr,-0.026,0.009,0,,QRS,3.02
SclDepreC 14yr,AsqMotor 5yr,-0.019,0.009,0,,QRS,2.21
SdqProsoC 14yr,AsqMotor 5yr,0.077,0.009,0,,QRS,8.56
SdqProsoM 14yr,AsqMotor 5yr,0.095,0.01,0,,QRS,9.13
SmfqFullC 14yr,AsqMotor 5yr,-0.019,0.009,0,,QRS,2.04
SmfqFullM 14yr,AsqMotor 5yr,0.043,0.011,0,,QRS,4.06
SpinFullC 14yr,AsqMotor 5yr,-0.012,0.009,0,,QRS,1.28
SppaSociaC 14yr,AsqMotor 5yr,0.031,0.009,0,,QRS,3.6
SwlsFullC 14yr,AsqMotor 5yr,-0.013,0.009,0,,QRS,1.51
YptiFullC 14yr,AsqMotor 5yr,-0.003,0.009,0,,QRS,0.35
CbclExter 5yr,CastFull 5yr,0.117,0.009,0,,QRS,13.76
CbclInter 5yr,CastFull 5yr,0.227,0.008,0,,QRS,27.68
CccCoher 5yr,CastFull 5yr,0.101,0.008,0,,QRS,12.32
CprsrsFull 5yr,CastFull 5yr,0.184,0.008,0,,QRS,23
EasActiv 5yr,CastFull 5yr,0.05,0.009,0,,QRS,5.81
EasEmoti 5yr,CastFull 5yr,0.062,0.009,0,,QRS,7.21
EasShyne 5yr,CastFull 5yr,0.097,0.009,0,,QRS,11.28
EasSocia 5yr,CastFull 5yr,0.105,0.009,0,,QRS,12.21
SlasFull 5yr,CastFull 5yr,0.405,0.013,0,,QRS,31.15
SprakExpre 5yr,CastFull 5yr,0.102,0.009,0,,QRS,11.59
SprakRecep 5yr,CastFull 5yr,0.113,0.009,0,,QRS,12.84
SprakSeman 5yr,CastFull 5yr,0.1,0.009,0,,QRS,11.36
CccCoher 8yr,CastFull 5yr,0.194,0.009,0,,QRS,20.64
CebqFull 8yr,CastFull 5yr,0.027,0.01,0,,QRS,2.76
NhpicBenev 8yr,CastFull 5yr,0.049,0.01,0,,QRS,5
NhpicConsc 8yr,CastFull 5yr,0.065,0.01,0,,QRS,6.63
RsdbdAdhd 8yr,CastFull 5yr,0.102,0.01,0,,QRS,10.52
RsdbdCondu 8yr,CastFull 5yr,0.11,0.01,0,,QRS,11.34
RsdbdHyper 8yr,CastFull 5yr,0.154,0.01,0,,QRS,16.04
RsdbdInatt 8yr,CastFull 5yr,0.127,0.01,0,,QRS,13.23
RsdbdOdd 8yr,CastFull 5yr,0.079,0.01,0,,QRS,8.14
ScaredFull 8yr,CastFull 5yr,0.075,0.01,0,,QRS,7.73
ScqRestr 8yr,CastFull 5yr,0.266,0.01,0,,QRS,27.71
ScqSocia 8yr,CastFull 5yr,0.028,0.01,0,,QRS,2.72
SmfqFull 8yr,CastFull 5yr,0.112,0.01,0,,QRS,11.55
SpinFull 8yr,CastFull 5yr,0.084,0.01,0,,QRS,8.57
SprakSeman 8yr,CastFull 5yr,0.097,0.011,0,,QRS,9.15
CapeFullC 14yr,CastFull 5yr,-0.004,0.012,0,,QRS,0.34
PeqParenC 14yr,CastFull 5yr,0.034,0.012,1.47e-302,,QRS,2.88
SbSchooC 14yr,CastFull 5yr,0.005,0.012,1.11253692925362e-308,,QRS,0.42
SclAnxieC 14yr,CastFull 5yr,0.006,0.012,0,,QRS,0.51
SclDepreC 14yr,CastFull 5yr,0.006,0.012,0,,QRS,0.51
SdqProsoC 14yr,CastFull 5yr,0.074,0.012,0,,QRS,5.97
SdqProsoM 14yr,CastFull 5yr,0.13,0.017,0,,QRS,7.51
SmfqFullC 14yr,CastFull 5yr,-0.023,0.013,8.73e-263,,QRS,1.8
SmfqFullM 14yr,CastFull 5yr,0.066,0.018,0,,QRS,3.69
SpinFullC 14yr,CastFull 5yr,0.008,0.013,0,,QRS,0.62
SppaSociaC 14yr,CastFull 5yr,0.035,0.012,1.49e-286,,QRS,2.97
SwlsFullC 14yr,CastFull 5yr,0.02,0.012,0,,QRS,1.69
YptiFullC 14yr,CastFull 5yr,0.024,0.012,1.1125369292536e-308,,QRS,2.03
CbclInter 5yr,CbclExter 5yr,0.154,0.005,0,,QRS,30.2
CccCoher 5yr,CbclExter 5yr,0.094,0.005,0,,QRS,18.43
CprsrsFull 5yr,CbclExter 5yr,0.348,0.005,0,,QRS,75.65
EasActiv 5yr,CbclExter 5yr,0.094,0.005,0,,QRS,18.08
EasEmoti 5yr,CbclExter 5yr,0.215,0.005,0,,QRS,43
EasShyne 5yr,CbclExter 5yr,0.035,0.005,0,,QRS,6.73
EasSocia 5yr,CbclExter 5yr,0.04,0.005,0,,QRS,7.69
SlasFull 5yr,CbclExter 5yr,0.133,0.01,0,,QRS,13.3
SprakExpre 5yr,CbclExter 5yr,0.034,0.006,0,,QRS,6.07
SprakRecep 5yr,CbclExter 5yr,0.059,0.006,0,,QRS,10.54
SprakSeman 5yr,CbclExter 5yr,0.01,0.006,0,,QRS,1.79
CccCoher 8yr,CbclExter 5yr,0.09,0.006,0,,QRS,15
CebqFull 8yr,CbclExter 5yr,0.019,0.006,0,,QRS,3.11
NhpicBenev 8yr,CbclExter 5yr,0.19,0.006,0,,QRS,32.76
NhpicConsc 8yr,CbclExter 5yr,0.107,0.006,0,,QRS,17.83
RsdbdAdhd 8yr,CbclExter 5yr,0.23,0.006,0,,QRS,40.35
RsdbdCondu 8yr,CbclExter 5yr,0.135,0.006,0,,QRS,22.88
RsdbdHyper 8yr,CbclExter 5yr,0.241,0.006,0,,QRS,42.28
RsdbdInatt 8yr,CbclExter 5yr,0.188,0.006,0,,QRS,32.41
RsdbdOdd 8yr,CbclExter 5yr,0.195,0.006,0,,QRS,33.62
ScaredFull 8yr,CbclExter 5yr,0.027,0.006,0,,QRS,4.5
ScqRestr 8yr,CbclExter 5yr,0.083,0.006,0,,QRS,13.17
ScqSocia 8yr,CbclExter 5yr,0.004,0.006,0,,QRS,0.62
SmfqFull 8yr,CbclExter 5yr,0.107,0.006,0,,QRS,17.83
SpinFull 8yr,CbclExter 5yr,0.038,0.006,0,,QRS,6.23
SprakSeman 8yr,CbclExter 5yr,0.017,0.007,0,,QRS,2.58
CapeFullC 14yr,CbclExter 5yr,0.014,0.009,2.11e-212,,QRS,1.59
PeqParenC 14yr,CbclExter 5yr,0.015,0.009,6.05e-169,,QRS,1.7
SbSchooC 14yr,CbclExter 5yr,-0.002,0.009,5.12e-201,,QRS,0.23
SclAnxieC 14yr,CbclExter 5yr,0.006,0.009,0,,QRS,0.68
SclDepreC 14yr,CbclExter 5yr,0.001,0.009,0,,QRS,0.11
SdqProsoC 14yr,CbclExter 5yr,0.018,0.009,1.24e-272,,QRS,1.96
SdqProsoM 14yr,CbclExter 5yr,0.044,0.011,0,,QRS,4.19
SmfqFullC 14yr,CbclExter 5yr,0.007,0.01,1.04e-159,,QRS,0.74
SmfqFullM 14yr,CbclExter 5yr,0.02,0.011,0,,QRS,1.85
SpinFullC 14yr,CbclExter 5yr,-0.005,0.01,1.29e-294,,QRS,0.52
SppaSociaC 14yr,CbclExter 5yr,0.016,0.009,4.03e-128,,QRS,1.84
SwlsFullC 14yr,CbclExter 5yr,-0.007,0.009,3.7e-254,,QRS,0.8
YptiFullC 14yr,CbclExter 5yr,0.02,0.009,1.31e-220,,QRS,2.27
CccCoher 5yr,CbclInter 5yr,0.072,0.005,0,,QRS,13.85
CprsrsFull 5yr,CbclInter 5yr,0.129,0.005,0,,QRS,25.29
EasActiv 5yr,CbclInter 5yr,0.03,0.005,0,,QRS,5.77
EasEmoti 5yr,CbclInter 5yr,0.144,0.005,0,,QRS,28.24
EasShyne 5yr,CbclInter 5yr,0.157,0.005,0,,QRS,30.78
EasSocia 5yr,CbclInter 5yr,0.084,0.005,0,,QRS,16.15
SlasFull 5yr,CbclInter 5yr,0.163,0.01,0,,QRS,16.46
SprakExpre 5yr,CbclInter 5yr,0.118,0.006,0,,QRS,21.07
SprakRecep 5yr,CbclInter 5yr,0.106,0.006,0,,QRS,18.93
SprakSeman 5yr,CbclInter 5yr,0.08,0.006,0,,QRS,14.29
CccCoher 8yr,CbclInter 5yr,0.116,0.006,0,,QRS,19.33
CebqFull 8yr,CbclInter 5yr,0.02,0.006,0,,QRS,3.28
NhpicBenev 8yr,CbclInter 5yr,0.064,0.006,0,,QRS,10.67
NhpicConsc 8yr,CbclInter 5yr,0.036,0.006,0,,QRS,6
RsdbdAdhd 8yr,CbclInter 5yr,0.064,0.006,0,,QRS,10.67
RsdbdCondu 8yr,CbclInter 5yr,0.076,0.006,0,,QRS,12.67
RsdbdHyper 8yr,CbclInter 5yr,0.095,0.006,0,,QRS,15.83
RsdbdInatt 8yr,CbclInter 5yr,0.086,0.006,0,,QRS,14.33
RsdbdOdd 8yr,CbclInter 5yr,0.098,0.006,0,,QRS,16.33
ScaredFull 8yr,CbclInter 5yr,0.252,0.006,0,,QRS,44.21
ScqRestr 8yr,CbclInter 5yr,0.142,0.006,0,,QRS,22.9
ScqSocia 8yr,CbclInter 5yr,-0.009,0.006,0,,QRS,1.41
SmfqFull 8yr,CbclInter 5yr,0.173,0.006,0,,QRS,29.32
SpinFull 8yr,CbclInter 5yr,0.101,0.006,0,,QRS,16.83
SprakSeman 8yr,CbclInter 5yr,0.075,0.007,0,,QRS,11.36
CapeFullC 14yr,CbclInter 5yr,-0.007,0.009,0,,QRS,0.8
PeqParenC 14yr,CbclInter 5yr,0.008,0.009,0,,QRS,0.91
SbSchooC 14yr,CbclInter 5yr,0.004,0.009,0,,QRS,0.45
SclAnxieC 14yr,CbclInter 5yr,0.033,0.009,0,,QRS,3.75
SclDepreC 14yr,CbclInter 5yr,0.018,0.009,0,,QRS,2.05
SdqProsoC 14yr,CbclInter 5yr,0.018,0.009,0,,QRS,1.96
SdqProsoM 14yr,CbclInter 5yr,0.076,0.011,0,,QRS,7.24
SmfqFullC 14yr,CbclInter 5yr,-0.008,0.01,1.11253692925383e-308,,QRS,0.84
SmfqFullM 14yr,CbclInter 5yr,0.11,0.011,0,,QRS,10.28
SpinFullC 14yr,CbclInter 5yr,0.014,0.01,0,,QRS,1.46
SppaSociaC 14yr,CbclInter 5yr,0.021,0.009,1.1125369297886e-308,,QRS,2.39
SwlsFullC 14yr,CbclInter 5yr,0.008,0.009,0,,QRS,0.91
YptiFullC 14yr,CbclInter 5yr,0.005,0.009,0,,QRS,0.57
CprsrsFull 5yr,CccCoher 5yr,0.167,0.005,0,,QRS,34.79
EasActiv 5yr,CccCoher 5yr,0.015,0.005,0,,QRS,2.88
EasEmoti 5yr,CccCoher 5yr,0.036,0.005,0,,QRS,6.92
EasShyne 5yr,CccCoher 5yr,0.029,0.005,0,,QRS,5.58
EasSocia 5yr,CccCoher 5yr,0.039,0.005,1.94e-225,,QRS,7.5
SlasFull 5yr,CccCoher 5yr,0.32,0.009,0,,QRS,36.78
SprakExpre 5yr,CccCoher 5yr,0.167,0.005,0,,QRS,32.12
SprakRecep 5yr,CccCoher 5yr,0.177,0.005,0,,QRS,34.04
SprakSeman 5yr,CccCoher 5yr,0.203,0.005,0,,QRS,39.8
CccCoher 8yr,CccCoher 5yr,0.3,0.005,0,,QRS,56.6
CebqFull 8yr,CccCoher 5yr,0.03,0.006,0,,QRS,5.08
NhpicBenev 8yr,CccCoher 5yr,0.017,0.006,0,,QRS,2.88
NhpicConsc 8yr,CccCoher 5yr,0.062,0.006,1.1125369304986e-308,,QRS,10.69
RsdbdAdhd 8yr,CccCoher 5yr,0.102,0.006,1.1156769292536e-308,,QRS,17.59
RsdbdCondu 8yr,CccCoher 5yr,0.054,0.006,0,,QRS,9.31
RsdbdHyper 8yr,CccCoher 5yr,0.09,0.006,0,,QRS,15.52
RsdbdInatt 8yr,CccCoher 5yr,0.129,0.006,2.74e-262,,QRS,22.24
RsdbdOdd 8yr,CccCoher 5yr,0.044,0.006,0,,QRS,7.46
ScaredFull 8yr,CccCoher 5yr,0.037,0.006,0,,QRS,6.27
ScqRestr 8yr,CccCoher 5yr,0.136,0.006,0,,QRS,22.3
ScqSocia 8yr,CccCoher 5yr,-0.005,0.006,0,,QRS,0.81
SmfqFull 8yr,CccCoher 5yr,0.059,0.006,0,,QRS,10.17
SpinFull 8yr,CccCoher 5yr,0.042,0.006,0,,QRS,7.12
SprakSeman 8yr,CccCoher 5yr,0.11,0.006,0,,QRS,17.19
CapeFullC 14yr,CccCoher 5yr,0.005,0.009,1.97e-185,,QRS,0.59
PeqParenC 14yr,CccCoher 5yr,0.015,0.009,3.17e-146,,QRS,1.76
SbSchooC 14yr,CccCoher 5yr,0.001,0.009,7.11e-177,,QRS,0.12
SclAnxieC 14yr,CccCoher 5yr,-0.005,0.009,0,,QRS,0.59
SclDepreC 14yr,CccCoher 5yr,0,0.009,0,,QRS,0
SdqProsoC 14yr,CccCoher 5yr,0.047,0.009,4.94e-249,,QRS,5.22
SdqProsoM 14yr,CccCoher 5yr,0.052,0.01,0,,QRS,5.05
SmfqFullC 14yr,CccCoher 5yr,-0.003,0.009,8.99e-133,,QRS,0.32
SmfqFullM 14yr,CccCoher 5yr,0.028,0.011,0,,QRS,2.67
SpinFullC 14yr,CccCoher 5yr,-0.023,0.009,1.32e-270,,QRS,2.47
SppaSociaC 14yr,CccCoher 5yr,0.017,0.009,1.96e-100,,QRS,2
SwlsFullC 14yr,CccCoher 5yr,-0.011,0.009,2.29e-229,,QRS,1.29
YptiFullC 14yr,CccCoher 5yr,0.006,0.009,9.72e-195,,QRS,0.71
EasActiv 5yr,CprsrsFull 5yr,0.09,0.005,0,,QRS,17.65
EasEmoti 5yr,CprsrsFull 5yr,0.145,0.005,0,,QRS,28.43
EasShyne 5yr,CprsrsFull 5yr,0.029,0.005,0,,QRS,5.58
EasSocia 5yr,CprsrsFull 5yr,0.046,0.005,0,,QRS,8.85
SlasFull 5yr,CprsrsFull 5yr,0.288,0.009,0,,QRS,32.36
SprakExpre 5yr,CprsrsFull 5yr,0.047,0.005,0,,QRS,8.7
SprakRecep 5yr,CprsrsFull 5yr,0.126,0.005,0,,QRS,23.77
SprakSeman 5yr,CprsrsFull 5yr,0.036,0.005,0,,QRS,6.67
CccCoher 8yr,CprsrsFull 5yr,0.174,0.006,0,,QRS,30.53
CebqFull 8yr,CprsrsFull 5yr,0.035,0.006,0,,QRS,5.93
NhpicBenev 8yr,CprsrsFull 5yr,0.105,0.006,0,,QRS,18.1
NhpicConsc 8yr,CprsrsFull 5yr,0.172,0.006,0,,QRS,30.18
RsdbdAdhd 8yr,CprsrsFull 5yr,0.329,0.005,0,,QRS,63.27
RsdbdCondu 8yr,CprsrsFull 5yr,0.113,0.006,0,,QRS,19.48
RsdbdHyper 8yr,CprsrsFull 5yr,0.28,0.005,0,,QRS,51.85
RsdbdInatt 8yr,CprsrsFull 5yr,0.323,0.005,0,,QRS,60.94
RsdbdOdd 8yr,CprsrsFull 5yr,0.154,0.006,0,,QRS,27.02
ScaredFull 8yr,CprsrsFull 5yr,0.053,0.006,0,,QRS,8.98
ScqRestr 8yr,CprsrsFull 5yr,0.132,0.006,0,,QRS,21.64
ScqSocia 8yr,CprsrsFull 5yr,0.031,0.006,0,,QRS,5
SmfqFull 8yr,CprsrsFull 5yr,0.13,0.006,0,,QRS,22.41
SpinFull 8yr,CprsrsFull 5yr,0.061,0.006,0,,QRS,10.34
SprakSeman 8yr,CprsrsFull 5yr,0.022,0.006,0,,QRS,3.44
CapeFullC 14yr,CprsrsFull 5yr,0.006,0.009,1.3e-285,,QRS,0.71
PeqParenC 14yr,CprsrsFull 5yr,0.023,0.009,2.92e-244,,QRS,2.71
SbSchooC 14yr,CprsrsFull 5yr,0.016,0.009,1.5e-275,,QRS,1.88
SclAnxieC 14yr,CprsrsFull 5yr,0.003,0.009,0,,QRS,0.35
SclDepreC 14yr,CprsrsFull 5yr,-0.001,0.009,0,,QRS,0.12
SdqProsoC 14yr,CprsrsFull 5yr,0.023,0.009,0,,QRS,2.56
SdqProsoM 14yr,CprsrsFull 5yr,0.051,0.01,0,,QRS,4.95
SmfqFullC 14yr,CprsrsFull 5yr,0.009,0.009,8.88e-211,,QRS,0.97
SmfqFullM 14yr,CprsrsFull 5yr,0.043,0.011,0,,QRS,4.1
SpinFullC 14yr,CprsrsFull 5yr,0.007,0.009,0,,QRS,0.74
SppaSociaC 14yr,CprsrsFull 5yr,0.026,0.009,4.89e-199,,QRS,3.06
SwlsFullC 14yr,CprsrsFull 5yr,0.006,0.009,0,,QRS,0.71
YptiFullC 14yr,CprsrsFull 5yr,0.044,0.009,3.84e-297,,QRS,5.18
EasEmoti 5yr,EasActiv 5yr,0.057,0.005,0,,QRS,10.96
EasShyne 5yr,EasActiv 5yr,0.094,0.005,0,,QRS,18.43
EasSocia 5yr,EasActiv 5yr,0.114,0.005,0,,QRS,22.35
SlasFull 5yr,EasActiv 5yr,0.032,0.01,0,,QRS,3.14
SprakExpre 5yr,EasActiv 5yr,-0.01,0.006,0,,QRS,1.75
SprakRecep 5yr,EasActiv 5yr,-0.008,0.006,0,,QRS,1.4
SprakSeman 5yr,EasActiv 5yr,-0.017,0.006,0,,QRS,3.04
CccCoher 8yr,EasActiv 5yr,0.024,0.006,0,,QRS,3.93
CebqFull 8yr,EasActiv 5yr,0.005,0.006,0,,QRS,0.82
NhpicBenev 8yr,EasActiv 5yr,0.069,0.006,0,,QRS,11.5
NhpicConsc 8yr,EasActiv 5yr,0.064,0.006,0,,QRS,10.67
RsdbdAdhd 8yr,EasActiv 5yr,0.085,0.006,0,,QRS,14.17
RsdbdCondu 8yr,EasActiv 5yr,0.032,0.006,0,,QRS,5.33
RsdbdHyper 8yr,EasActiv 5yr,0.131,0.006,0,,QRS,21.83
RsdbdInatt 8yr,EasActiv 5yr,0.073,0.006,0,,QRS,12.17
RsdbdOdd 8yr,EasActiv 5yr,0.041,0.006,0,,QRS,6.83
ScaredFull 8yr,EasActiv 5yr,0.026,0.006,0,,QRS,4.33
ScqRestr 8yr,EasActiv 5yr,0.041,0.006,0,,QRS,6.51
ScqSocia 8yr,EasActiv 5yr,0.018,0.006,0,,QRS,2.81
SmfqFull 8yr,EasActiv 5yr,0.046,0.006,0,,QRS,7.67
SpinFull 8yr,EasActiv 5yr,0.02,0.006,0,,QRS,3.28
SprakSeman 8yr,EasActiv 5yr,-0.015,0.007,0,,QRS,2.27
CapeFullC 14yr,EasActiv 5yr,-0.002,0.009,0,,QRS,0.23
PeqParenC 14yr,EasActiv 5yr,0.004,0.009,0,,QRS,0.45
SbSchooC 14yr,EasActiv 5yr,0.006,0.009,0,,QRS,0.68
SclAnxieC 14yr,EasActiv 5yr,0.018,0.009,0,,QRS,2.05
SclDepreC 14yr,EasActiv 5yr,0,0.009,0,,QRS,0
SdqProsoC 14yr,EasActiv 5yr,0.003,0.009,0,,QRS,0.33
SdqProsoM 14yr,EasActiv 5yr,0.004,0.011,0,,QRS,0.38
SmfqFullC 14yr,EasActiv 5yr,0.003,0.01,1.1152469292536e-308,,QRS,0.32
SmfqFullM 14yr,EasActiv 5yr,0.024,0.011,0,,QRS,2.22
SpinFullC 14yr,EasActiv 5yr,0.003,0.01,0,,QRS,0.31
SppaSociaC 14yr,EasActiv 5yr,0.004,0.009,1.11253692926515e-308,,QRS,0.45
SwlsFullC 14yr,EasActiv 5yr,0.002,0.009,0,,QRS,0.23
YptiFullC 14yr,EasActiv 5yr,0.012,0.009,0,,QRS,1.36
EasShyne 5yr,EasEmoti 5yr,0.115,0.005,0,,QRS,22.55
EasSocia 5yr,EasEmoti 5yr,0.043,0.005,0,,QRS,8.27
SlasFull 5yr,EasEmoti 5yr,0.076,0.01,0,,QRS,7.52
SprakExpre 5yr,EasEmoti 5yr,-0.013,0.006,0,,QRS,2.32
SprakRecep 5yr,EasEmoti 5yr,-0.014,0.006,0,,QRS,2.5
SprakSeman 5yr,EasEmoti 5yr,-0.036,0.006,0,,QRS,6.43
CccCoher 8yr,EasEmoti 5yr,0.029,0.006,0,,QRS,4.75
CebqFull 8yr,EasEmoti 5yr,-0.002,0.006,0,,QRS,0.33
NhpicBenev 8yr,EasEmoti 5yr,0.16,0.006,0,,QRS,27.12
NhpicConsc 8yr,EasEmoti 5yr,0.071,0.006,0,,QRS,11.83
RsdbdAdhd 8yr,EasEmoti 5yr,0.102,0.006,0,,QRS,17
RsdbdCondu 8yr,EasEmoti 5yr,0.033,0.006,0,,QRS,5.5
RsdbdHyper 8yr,EasEmoti 5yr,0.086,0.006,0,,QRS,14.33
RsdbdInatt 8yr,EasEmoti 5yr,0.095,0.006,0,,QRS,15.83
RsdbdOdd 8yr,EasEmoti 5yr,0.147,0.006,0,,QRS,24.92
ScaredFull 8yr,EasEmoti 5yr,0.039,0.006,0,,QRS,6.5
ScqRestr 8yr,EasEmoti 5yr,0.044,0.006,0,,QRS,6.98
ScqSocia 8yr,EasEmoti 5yr,0.015,0.006,0,,QRS,2.34
SmfqFull 8yr,EasEmoti 5yr,0.084,0.006,0,,QRS,14
SpinFull 8yr,EasEmoti 5yr,0.018,0.006,0,,QRS,2.95
SprakSeman 8yr,EasEmoti 5yr,-0.035,0.007,0,,QRS,5.3
CapeFullC 14yr,EasEmoti 5yr,0.017,0.009,0,,QRS,1.93
PeqParenC 14yr,EasEmoti 5yr,0.016,0.009,0,,QRS,1.82
SbSchooC 14yr,EasEmoti 5yr,0.021,0.009,0,,QRS,2.39
SclAnxieC 14yr,EasEmoti 5yr,0.013,0.009,0,,QRS,1.48
SclDepreC 14yr,EasEmoti 5yr,0.014,0.009,0,,QRS,1.59
SdqProsoC 14yr,EasEmoti 5yr,0.004,0.009,0,,QRS,0.43
SdqProsoM 14yr,EasEmoti 5yr,0.026,0.011,0,,QRS,2.48
SmfqFullC 14yr,EasEmoti 5yr,0.008,0.01,0,,QRS,0.84
SmfqFullM 14yr,EasEmoti 5yr,0.043,0.011,0,,QRS,3.98
SpinFullC 14yr,EasEmoti 5yr,0.014,0.01,0,,QRS,1.46
SppaSociaC 14yr,EasEmoti 5yr,0.025,0.009,0,,QRS,2.84
SwlsFullC 14yr,EasEmoti 5yr,0.016,0.009,0,,QRS,1.82
YptiFullC 14yr,EasEmoti 5yr,0.024,0.009,0,,QRS,2.73
EasSocia 5yr,EasShyne 5yr,0.341,0.005,0,,QRS,74.13
SlasFull 5yr,EasShyne 5yr,0.099,0.01,0,,QRS,9.8
SprakExpre 5yr,EasShyne 5yr,0.041,0.006,0,,QRS,7.32
SprakRecep 5yr,EasShyne 5yr,-0.006,0.006,0,,QRS,1.05
SprakSeman 5yr,EasShyne 5yr,0.002,0.006,0,,QRS,0.35
CccCoher 8yr,EasShyne 5yr,0.03,0.006,0,,QRS,4.92
CebqFull 8yr,EasShyne 5yr,-0.013,0.006,0,,QRS,2.13
NhpicBenev 8yr,EasShyne 5yr,0.045,0.006,0,,QRS,7.5
NhpicConsc 8yr,EasShyne 5yr,0.046,0.006,0,,QRS,7.67
RsdbdAdhd 8yr,EasShyne 5yr,0.025,0.006,0,,QRS,4.1
RsdbdCondu 8yr,EasShyne 5yr,0.006,0.006,0,,QRS,1
RsdbdHyper 8yr,EasShyne 5yr,0.039,0.006,0,,QRS,6.5
RsdbdInatt 8yr,EasShyne 5yr,0.033,0.006,0,,QRS,5.5
RsdbdOdd 8yr,EasShyne 5yr,0.023,0.006,0,,QRS,3.77
ScaredFull 8yr,EasShyne 5yr,0.055,0.006,0,,QRS,9.17
ScqRestr 8yr,EasShyne 5yr,0.056,0.006,0,,QRS,8.89
ScqSocia 8yr,EasShyne 5yr,0.015,0.006,0,,QRS,2.34
SmfqFull 8yr,EasShyne 5yr,0.035,0.006,0,,QRS,5.74
SpinFull 8yr,EasShyne 5yr,0.027,0.006,0,,QRS,4.43
SprakSeman 8yr,EasShyne 5yr,0,0.007,0,,QRS,0
CapeFullC 14yr,EasShyne 5yr,-0.003,0.009,2.87e-205,,QRS,0.34
PeqParenC 14yr,EasShyne 5yr,0.018,0.009,6.43e-159,,QRS,2.05
SbSchooC 14yr,EasShyne 5yr,0.034,0.009,1.91e-190,,QRS,3.86
SclAnxieC 14yr,EasShyne 5yr,0.018,0.009,0,,QRS,2.05
SclDepreC 14yr,EasShyne 5yr,0.013,0.009,0,,QRS,1.48
SdqProsoC 14yr,EasShyne 5yr,0.006,0.009,7.5e-269,,QRS,0.65
SdqProsoM 14yr,EasShyne 5yr,0.057,0.011,0,,QRS,5.43
SmfqFullC 14yr,EasShyne 5yr,-0.006,0.01,3.1e-147,,QRS,0.63
SmfqFullM 14yr,EasShyne 5yr,0.033,0.011,0,,QRS,3.06
SpinFullC 14yr,EasShyne 5yr,-0.002,0.01,2.71e-277,,QRS,0.21
SppaSociaC 14yr,EasShyne 5yr,0.014,0.009,9.1e-120,,QRS,1.59
SwlsFullC 14yr,EasShyne 5yr,0.019,0.009,2.72e-242,,QRS,2.16
YptiFullC 14yr,EasShyne 5yr,0.02,0.009,8.22e-210,,QRS,2.27
SlasFull 5yr,EasSocia 5yr,0.087,0.01,0,,QRS,8.61
SprakExpre 5yr,EasSocia 5yr,0.035,0.006,0,,QRS,6.25
SprakRecep 5yr,EasSocia 5yr,0.015,0.006,0,,QRS,2.63
SprakSeman 5yr,EasSocia 5yr,0.02,0.006,0,,QRS,3.57
CccCoher 8yr,EasSocia 5yr,0.044,0.006,0,,QRS,7.33
CebqFull 8yr,EasSocia 5yr,0.011,0.006,0,,QRS,1.8
NhpicBenev 8yr,EasSocia 5yr,0.031,0.006,4.51e-262,,QRS,5.08
NhpicConsc 8yr,EasSocia 5yr,0.034,0.006,8.96e-264,,QRS,5.67
RsdbdAdhd 8yr,EasSocia 5yr,0.031,0.006,1.2e-245,,QRS,5.17
RsdbdCondu 8yr,EasSocia 5yr,0.017,0.006,0,,QRS,2.83
RsdbdHyper 8yr,EasSocia 5yr,0.048,0.006,0,,QRS,8
RsdbdInatt 8yr,EasSocia 5yr,0.042,0.006,2.49e-195,,QRS,7
RsdbdOdd 8yr,EasSocia 5yr,0.033,0.006,0,,QRS,5.5
ScaredFull 8yr,EasSocia 5yr,0.042,0.006,0,,QRS,7
ScqRestr 8yr,EasSocia 5yr,0.054,0.006,0,,QRS,8.57
ScqSocia 8yr,EasSocia 5yr,0.013,0.006,0,,QRS,2.03
SmfqFull 8yr,EasSocia 5yr,0.042,0.006,0,,QRS,7
SpinFull 8yr,EasSocia 5yr,0.032,0.006,0,,QRS,5.25
SprakSeman 8yr,EasSocia 5yr,0.018,0.007,0,,QRS,2.73
CapeFullC 14yr,EasSocia 5yr,0.009,0.009,4.82e-143,,QRS,1.02
PeqParenC 14yr,EasSocia 5yr,0.024,0.009,5.07e-100,,QRS,2.73
SbSchooC 14yr,EasSocia 5yr,0.009,0.009,6.46e-132,,QRS,1.02
SclAnxieC 14yr,EasSocia 5yr,0.016,0.009,0,,QRS,1.82
SclDepreC 14yr,EasSocia 5yr,0.011,0.009,1.1125369292878e-308,,QRS,1.25
SdqProsoC 14yr,EasSocia 5yr,0.02,0.009,3.38e-220,,QRS,2.17
SdqProsoM 14yr,EasSocia 5yr,0.053,0.011,0,,QRS,5.05
SmfqFullC 14yr,EasSocia 5yr,0.011,0.01,5.58e-92,,QRS,1.16
