"Var1","Var2","r","se","p","n"
"RsdbdCondu_8yr","CfqPress_3yr","0.026","0.0053","0.00e+00","35426"
"RsdbdHyper_8yr","CfqPress_3yr","0.094","0.0053","0.00e+00","35364"
"RsdbdInatt_8yr","CfqPress_3yr","0.117","0.0052","1.68e-307","35372"
"RsdbdOdd_8yr","CfqPress_3yr","0.069","0.0053","0.00e+00","35358"
"ScaredFull_8yr","CfqPress_3yr","0.055","0.0053","0.00e+00","35384"
"ScqRestr_8yr","CfqPress_3yr","-0.091","0.0053","0.00e+00","35329"
"ScqSocia_8yr","CfqPress_3yr","0.027","0.0053","0.00e+00","35354"
"SmfqFull_8yr","CfqPress_3yr","0.08","0.0053","0.00e+00","35336"
"SpinFull_8yr","CfqPress_3yr","0.096","0.0053","0.00e+00","34564"
"SprakSeman_8yr","CfqPress_3yr","0.077","0.0068","0.00e+00","21308"
"CapeFullC_14yr","CfqPress_3yr","0.015","0.0077","1.66e-213","17041"
"PeqParenC_14yr","CfqPress_3yr","-0.004","0.0077","1.29e-171","17086"
"SbSchooC_14yr","CfqPress_3yr","-0.005","0.008","7.98e-149","15546"
"SclAnxieC_14yr","CfqPress_3yr","0.017","0.008","0.00e+00","15554"
"SclDepreC_14yr","CfqPress_3yr","0.012","0.008","1.73e-206","15549"
"SdqProsoC_14yr","CfqPress_3yr","-0.001","0.008","1.56e-136","15576"
"SdqProsoM_14yr","CfqPress_3yr","-0.055","0.0089","0.00e+00","12561"
"SmfqFullC_14yr","CfqPress_3yr","0.013","0.0084","1.99e-127","14080"
"SmfqFullM_14yr","CfqPress_3yr","0.049","0.0091","0.00e+00","11946"
"SpinFullC_14yr","CfqPress_3yr","0.012","0.0085","6.38e-125","13729"
"SppaSociaC_14yr","CfqPress_3yr","-0.007","0.0076","6.39e-210","17102"
"SwlsFullC_14yr","CfqPress_3yr","-0.003","0.0077","1.68e-172","17085"
"YptiFullC_14yr","CfqPress_3yr","0.026","0.0077","2.23e-156","16982"
"EasActiv_3yr","CfqRestr_3yr","-0.005","0.0044","2.08e-67","52235"
"EasEmoti_3yr","CfqRestr_3yr","-0.076","0.0043","0.00e+00","52245"
"EasShyne_3yr","CfqRestr_3yr","0.034","0.0044","5.65e-64","52233"
"EasSocia_3yr","CfqRestr_3yr","-0.017","0.0044","1.23e-73","52234"
"ItseaCompe_3yr","CfqRestr_3yr","-0.063","0.0042","0.00e+00","57322"
"ItseaDysre_3yr","CfqRestr_3yr","0.054","0.0042","0.00e+00","57257"
"ItseaExter_3yr","CfqRestr_3yr","0.123","0.0041","0.00e+00","57278"
"ItseaInter_3yr","CfqRestr_3yr","0.076","0.0042","0.00e+00","57258"
"ScqRestr_3yr","CfqRestr_3yr","-0.098","0.0041","1.53e-99","57166"
"ScqSocia_3yr","CfqRestr_3yr","-0.021","0.0042","0.00e+00","57202"
"SdqProso_3yr","CfqRestr_3yr","-0.063","0.0042","0.00e+00","57212"
"AsqLangu_5yr","CfqRestr_3yr","0.014","0.0055","0.00e+00","32915"
"AsqMotor_5yr","CfqRestr_3yr","0.001","0.0055","0.00e+00","32916"
"CastFull_5yr","CfqRestr_3yr","0.042","0.009","0.00e+00","12253"
"CbclExter_5yr","CfqRestr_3yr","0.078","0.0056","4.24e-125","31920"
"CbclInter_5yr","CfqRestr_3yr","0.063","0.0056","7.94e-207","31853"
"CccCoher_5yr","CfqRestr_3yr","-0.079","0.0054","8.89e-111","33725"
"CprsrsFull_5yr","CfqRestr_3yr","0.089","0.0054","6.04e-157","33704"
"EasActiv_5yr","CfqRestr_3yr","-0.001","0.0056","4.54e-101","31827"
"EasEmoti_5yr","CfqRestr_3yr","-0.07","0.0056","0.00e+00","31832"
"EasShyne_5yr","CfqRestr_3yr","0.033","0.0056","8.91e-78","31818"
"EasSocia_5yr","CfqRestr_3yr","0","0.0056","1.08e-307","31826"
"SlasFull_5yr","CfqRestr_3yr","-0.016","0.0107","0.00e+00","8706"
"SprakExpre_5yr","CfqRestr_3yr","0.045","0.0059","0.00e+00","28376"
"SprakRecep_5yr","CfqRestr_3yr","0.078","0.0059","0.00e+00","28380"
"SprakSeman_5yr","CfqRestr_3yr","0.076","0.0059","0.00e+00","28393"
"CccCoher_8yr","CfqRestr_3yr","0.062","0.0062","2.11e-81","25705"
"CebqFull_8yr","CfqRestr_3yr","0.139","0.0052","3.14e-185","35249"
"NhpicBenev_8yr","CfqRestr_3yr","0.094","0.0053","3.85e-65","35332"
"NhpicConsc_8yr","CfqRestr_3yr","-0.07","0.0053","1.70e-53","35335"
"RsdbdAdhd_8yr","CfqRestr_3yr","0.064","0.0053","8.97e-46","35360"
"RsdbdCondu_8yr","CfqRestr_3yr","0.038","0.0053","0.00e+00","35413"
"RsdbdHyper_8yr","CfqRestr_3yr","0.051","0.0053","1.47e-170","35351"
"RsdbdInatt_8yr","CfqRestr_3yr","0.059","0.0053","1.04e-95","35359"
"RsdbdOdd_8yr","CfqRestr_3yr","0.066","0.0053","3.56e-154","35345"
"ScaredFull_8yr","CfqRestr_3yr","0.028","0.0053","0.00e+00","35371"
"ScqRestr_8yr","CfqRestr_3yr","-0.047","0.0053","0.00e+00","35316"
"ScqSocia_8yr","CfqRestr_3yr","-0.014","0.0053","1.23e-160","35341"
"SmfqFull_8yr","CfqRestr_3yr","0.048","0.0053","0.00e+00","35323"
"SpinFull_8yr","CfqRestr_3yr","0.089","0.0053","0.00e+00","34552"
"SprakSeman_8yr","CfqRestr_3yr","0.079","0.0068","0.00e+00","21301"
"CapeFullC_14yr","CfqRestr_3yr","0.016","0.0077","3.32e-87","17030"
"PeqParenC_14yr","CfqRestr_3yr","-0.01","0.0077","1.26e-46","17075"
"SbSchooC_14yr","CfqRestr_3yr","0.004","0.008","3.48e-30","15535"
"SclAnxieC_14yr","CfqRestr_3yr","0","0.008","2.60e-261","15543"
"SclDepreC_14yr","CfqRestr_3yr","0.01","0.008","1.18e-85","15538"
"SdqProsoC_14yr","CfqRestr_3yr","-0.001","0.008","2.21e-17","15566"
"SdqProsoM_14yr","CfqRestr_3yr","-0.06","0.0089","0.00e+00","12548"
"SmfqFullC_14yr","CfqRestr_3yr","0.013","0.0084","1.34e-25","14072"
"SmfqFullM_14yr","CfqRestr_3yr","0.044","0.0091","0.00e+00","11934"
"SpinFullC_14yr","CfqRestr_3yr","0.012","0.0085","3.47e-31","13722"
"SppaSociaC_14yr","CfqRestr_3yr","0.007","0.0076","4.01e-83","17091"
"SwlsFullC_14yr","CfqRestr_3yr","-0.011","0.0077","8.61e-49","17074"
"YptiFullC_14yr","CfqRestr_3yr","0.008","0.0077","1.77e-33","16971"
"EasEmoti_3yr","EasActiv_3yr","0.069","0.0043","0.00e+00","53218"
"EasShyne_3yr","EasActiv_3yr","0.357","0.0038","1.22e-94","53199"
"EasSocia_3yr","EasActiv_3yr","0.33","0.0039","1.97e-77","53203"
"ItseaCompe_3yr","EasActiv_3yr","-0.009","0.0043","0.00e+00","53209"
"ItseaDysre_3yr","EasActiv_3yr","-0.016","0.0043","0.00e+00","52919"
"ItseaExter_3yr","EasActiv_3yr","-0.194","0.0042","1.72e-256","52941"
"ItseaInter_3yr","EasActiv_3yr","0.081","0.0043","0.00e+00","52923"
"ScqRestr_3yr","EasActiv_3yr","0.099","0.0043","1.49e-38","53179"
"ScqSocia_3yr","EasActiv_3yr","0.084","0.0043","0.00e+00","53212"
"SdqProso_3yr","EasActiv_3yr","-0.022","0.0043","0.00e+00","53109"
"AsqLangu_5yr","EasActiv_3yr","0.019","0.0056","0.00e+00","31338"
"AsqMotor_5yr","EasActiv_3yr","-0.04","0.0056","0.00e+00","31343"
"CastFull_5yr","EasActiv_3yr","-0.013","0.0093","0.00e+00","11586"
"CbclExter_5yr","EasActiv_3yr","-0.179","0.0054","7.74e-86","31838"
"CbclInter_5yr","EasActiv_3yr","0.056","0.0056","2.88e-160","31770"
"CccCoher_5yr","EasActiv_3yr","-0.016","0.0056","3.58e-68","31909"
"CprsrsFull_5yr","EasActiv_3yr","-0.132","0.0055","2.09e-108","31889"
"EasActiv_5yr","EasActiv_3yr","-0.548","0.0039","8.33e-82","31901"
"EasEmoti_5yr","EasActiv_3yr","0.026","0.0056","0.00e+00","31900"
"EasShyne_5yr","EasActiv_3yr","0.191","0.0054","1.82e-39","31884"
"EasSocia_5yr","EasActiv_3yr","0.239","0.0053","7.89e-277","31892"
"SlasFull_5yr","EasActiv_3yr","-0.051","0.011","0.00e+00","8223"
"SprakExpre_5yr","EasActiv_3yr","0.048","0.0061","0.00e+00","26860"
"SprakRecep_5yr","EasActiv_3yr","-0.003","0.0061","0.00e+00","26862"
"SprakSeman_5yr","EasActiv_3yr","0.015","0.0061","0.00e+00","26873"
"CccCoher_8yr","EasActiv_3yr","-0.005","0.0064","3.92e-51","24729"
"CebqFull_8yr","EasActiv_3yr","0.015","0.0054","3.40e-142","33966"
"NhpicBenev_8yr","EasActiv_3yr","-0.089","0.0054","3.33e-17","34046"
"NhpicConsc_8yr","EasActiv_3yr","0.038","0.0054","6.65e-19","34049"
"RsdbdAdhd_8yr","EasActiv_3yr","-0.153","0.0053","4.51e-10","34073"
"RsdbdCondu_8yr","EasActiv_3yr","-0.068","0.0054","0.00e+00","34122"
"RsdbdHyper_8yr","EasActiv_3yr","-0.208","0.0052","1.51e-141","34065"
"RsdbdInatt_8yr","EasActiv_3yr","-0.093","0.0054","1.62e-52","34072"
"RsdbdOdd_8yr","EasActiv_3yr","-0.07","0.0054","3.28e-106","34060"
"ScaredFull_8yr","EasActiv_3yr","0.038","0.0054","0.00e+00","34083"
"ScqRestr_8yr","EasActiv_3yr","0.029","0.0054","0.00e+00","34092"
"ScqSocia_8yr","EasActiv_3yr","0.026","0.0054","1.88e-126","34117"
"SmfqFull_8yr","EasActiv_3yr","-0.043","0.0054","0.00e+00","34039"
"SpinFull_8yr","EasActiv_3yr","0.021","0.0055","0.00e+00","33303"
"SprakSeman_8yr","EasActiv_3yr","0.027","0.007","0.00e+00","20512"
"CapeFullC_14yr","EasActiv_3yr","0.016","0.0078","1.62e-70","16450"
"PeqParenC_14yr","EasActiv_3yr","0.005","0.0078","7.94e-30","16493"
"SbSchooC_14yr","EasActiv_3yr","-0.003","0.0082","1.20e-18","15033"
"SclAnxieC_14yr","EasActiv_3yr","0.014","0.0082","8.80e-239","15040"
"SclDepreC_14yr","EasActiv_3yr","0.028","0.0081","1.25e-71","15035"
"SdqProsoC_14yr","EasActiv_3yr","0","0.0081","1.72e-04","15062"
"SdqProsoM_14yr","EasActiv_3yr","-0.031","0.009","0.00e+00","12342"
"SmfqFullC_14yr","EasActiv_3yr","0.019","0.0085","8.92e-15","13751"
"SmfqFullM_14yr","EasActiv_3yr","-0.005","0.0092","0.00e+00","11817"
"SpinFullC_14yr","EasActiv_3yr","0.043","0.0086","2.33e-19","13406"
"SppaSociaC_14yr","EasActiv_3yr","-0.043","0.0078","9.25e-68","16509"
"SwlsFullC_14yr","EasActiv_3yr","-0.013","0.0078","2.72e-37","16493"
"YptiFullC_14yr","EasActiv_3yr","-0.057","0.0078","9.84e-20","16391"
"EasShyne_3yr","EasEmoti_3yr","-0.204","0.0042","0.00e+00","53210"
"EasSocia_3yr","EasEmoti_3yr","-0.059","0.0043","0.00e+00","53213"
"ItseaCompe_3yr","EasEmoti_3yr","0.104","0.0043","0.00e+00","53218"
"ItseaDysre_3yr","EasEmoti_3yr","-0.125","0.0043","0.00e+00","52928"
"ItseaExter_3yr","EasEmoti_3yr","-0.391","0.0037","0.00e+00","52950"
"ItseaInter_3yr","EasEmoti_3yr","-0.126","0.0043","0.00e+00","52932"
"ScqRestr_3yr","EasEmoti_3yr","0.139","0.0043","0.00e+00","53188"
"ScqSocia_3yr","EasEmoti_3yr","-0.046","0.0043","0.00e+00","53221"
"SdqProso_3yr","EasEmoti_3yr","0.203","0.0042","0.00e+00","53118"
"AsqLangu_5yr","EasEmoti_3yr","-0.069","0.0056","0.00e+00","31344"
"AsqMotor_5yr","EasEmoti_3yr","0.052","0.0056","0.00e+00","31349"
"CastFull_5yr","EasEmoti_3yr","0.013","0.0093","0.00e+00","11588"
"CbclExter_5yr","EasEmoti_3yr","-0.291","0.0051","0.00e+00","31844"
"CbclInter_5yr","EasEmoti_3yr","-0.226","0.0053","0.00e+00","31775"
"CccCoher_5yr","EasEmoti_3yr","0.121","0.0055","0.00e+00","31915"
"CprsrsFull_5yr","EasEmoti_3yr","-0.219","0.0053","0.00e+00","31895"
"EasActiv_5yr","EasEmoti_3yr","-0.057","0.0056","0.00e+00","31901"
"EasEmoti_5yr","EasEmoti_3yr","0.428","0.0046","0.00e+00","31906"
"EasShyne_5yr","EasEmoti_3yr","-0.134","0.0055","0.00e+00","31890"
"EasSocia_5yr","EasEmoti_3yr","-0.038","0.0056","0.00e+00","31897"
"SlasFull_5yr","EasEmoti_3yr","0.036","0.011","0.00e+00","8224"
"SprakExpre_5yr","EasEmoti_3yr","-0.072","0.0061","0.00e+00","26865"
"SprakRecep_5yr","EasEmoti_3yr","-0.124","0.006","0.00e+00","26867"
"SprakSeman_5yr","EasEmoti_3yr","-0.107","0.006","0.00e+00","26878"
"CccCoher_8yr","EasEmoti_3yr","-0.108","0.0063","0.00e+00","24730"
"CebqFull_8yr","EasEmoti_3yr","-0.083","0.0054","0.00e+00","33968"
"NhpicBenev_8yr","EasEmoti_3yr","-0.253","0.0051","0.00e+00","34048"
"NhpicConsc_8yr","EasEmoti_3yr","0.12","0.0053","0.00e+00","34051"
"RsdbdAdhd_8yr","EasEmoti_3yr","-0.178","0.0052","0.00e+00","34075"
"RsdbdCondu_8yr","EasEmoti_3yr","-0.121","0.0053","0.00e+00","34124"
"RsdbdHyper_8yr","EasEmoti_3yr","-0.158","0.0053","0.00e+00","34067"
"RsdbdInatt_8yr","EasEmoti_3yr","-0.155","0.0053","0.00e+00","34074"
"RsdbdOdd_8yr","EasEmoti_3yr","-0.263","0.005","0.00e+00","34062"
"ScaredFull_8yr","EasEmoti_3yr","-0.09","0.0054","0.00e+00","34085"
"ScqRestr_8yr","EasEmoti_3yr","0.099","0.0054","0.00e+00","34094"
"ScqSocia_8yr","EasEmoti_3yr","0.003","0.0054","0.00e+00","34119"
"SmfqFull_8yr","EasEmoti_3yr","-0.181","0.0052","0.00e+00","34041"
"SpinFull_8yr","EasEmoti_3yr","-0.102","0.0054","0.00e+00","33305"
"SprakSeman_8yr","EasEmoti_3yr","-0.103","0.0069","0.00e+00","20512"
"CapeFullC_14yr","EasEmoti_3yr","-0.039","0.0078","0.00e+00","16449"
"PeqParenC_14yr","EasEmoti_3yr","0.046","0.0078","0.00e+00","16492"
"SbSchooC_14yr","EasEmoti_3yr","-0.037","0.0081","0.00e+00","15032"
"SclAnxieC_14yr","EasEmoti_3yr","-0.054","0.0081","0.00e+00","15039"
"SclDepreC_14yr","EasEmoti_3yr","-0.053","0.0081","0.00e+00","15034"
"SdqProsoC_14yr","EasEmoti_3yr","0.033","0.0081","0.00e+00","15061"
"SdqProsoM_14yr","EasEmoti_3yr","0.103","0.0089","0.00e+00","12342"
"SmfqFullC_14yr","EasEmoti_3yr","-0.059","0.0085","0.00e+00","13751"
"SmfqFullM_14yr","EasEmoti_3yr","-0.107","0.0091","0.00e+00","11817"
"SpinFullC_14yr","EasEmoti_3yr","-0.034","0.0086","0.00e+00","13406"
"SppaSociaC_14yr","EasEmoti_3yr","0.045","0.0078","0.00e+00","16508"
"SwlsFullC_14yr","EasEmoti_3yr","0.045","0.0078","0.00e+00","16492"
"YptiFullC_14yr","EasEmoti_3yr","-0.033","0.0078","0.00e+00","16390"
"EasSocia_3yr","EasShyne_3yr","0.809","0.0015","1.67e-188","53206"
"ItseaCompe_3yr","EasShyne_3yr","-0.104","0.0043","0.00e+00","53202"
"ItseaDysre_3yr","EasShyne_3yr","0.067","0.0043","0.00e+00","52914"
"ItseaExter_3yr","EasShyne_3yr","0.032","0.0043","3.41e-241","52936"
"ItseaInter_3yr","EasShyne_3yr","0.124","0.0043","0.00e+00","52917"
"ScqRestr_3yr","EasShyne_3yr","-0.048","0.0043","8.78e-42","53170"
"ScqSocia_3yr","EasShyne_3yr","0.163","0.0042","0.00e+00","53203"
"SdqProso_3yr","EasShyne_3yr","-0.21","0.0041","0.00e+00","53100"
"AsqLangu_5yr","EasShyne_3yr","0.106","0.0056","0.00e+00","31335"
"AsqMotor_5yr","EasShyne_3yr","-0.079","0.0056","0.00e+00","31340"
"CastFull_5yr","EasShyne_3yr","-0.069","0.0092","0.00e+00","11584"
"CbclExter_5yr","EasShyne_3yr","0.032","0.0056","7.67e-82","31835"
"CbclInter_5yr","EasShyne_3yr","0.224","0.0053","1.03e-170","31767"
"CccCoher_5yr","EasShyne_3yr","-0.146","0.0055","3.46e-63","31906"
"CprsrsFull_5yr","EasShyne_3yr","0.05","0.0056","1.03e-101","31886"
"EasActiv_5yr","EasShyne_3yr","-0.203","0.0054","1.48e-72","31891"
"EasEmoti_5yr","EasShyne_3yr","-0.133","0.0055","0.00e+00","31896"
"EasShyne_5yr","EasShyne_3yr","0.542","0.004","4.40e-52","31890"
"EasSocia_5yr","EasShyne_3yr","0.418","0.0046","6.16e-296","31894"
"SlasFull_5yr","EasShyne_3yr","-0.101","0.0109","0.00e+00","8219"
"SprakExpre_5yr","EasShyne_3yr","0.158","0.0059","0.00e+00","26859"
"SprakRecep_5yr","EasShyne_3yr","0.098","0.006","0.00e+00","26861"
"SprakSeman_5yr","EasShyne_3yr","0.128","0.006","0.00e+00","26872"
"CccCoher_8yr","EasShyne_3yr","0.119","0.0063","1.45e-50","24725"
"CebqFull_8yr","EasShyne_3yr","0.097","0.0054","4.31e-135","33960"
"NhpicBenev_8yr","EasShyne_3yr","0.061","0.0054","3.57e-20","34040"
"NhpicConsc_8yr","EasShyne_3yr","-0.057","0.0054","4.99e-18","34043"
"RsdbdAdhd_8yr","EasShyne_3yr","-0.009","0.0054","1.49e-03","34067"
"RsdbdCondu_8yr","EasShyne_3yr","0.012","0.0054","0.00e+00","34116"
"RsdbdHyper_8yr","EasShyne_3yr","-0.056","0.0054","5.78e-128","34059"
"RsdbdInatt_8yr","EasShyne_3yr","0.022","0.0054","8.94e-54","34066"
"RsdbdOdd_8yr","EasShyne_3yr","0.054","0.0054","8.32e-104","34054"
"ScaredFull_8yr","EasShyne_3yr","0.125","0.0053","0.00e+00","34077"
"ScqRestr_8yr","EasShyne_3yr","-0.069","0.0054","0.00e+00","34086"
"ScqSocia_8yr","EasShyne_3yr","0.041","0.0054","8.99e-123","34111"
"SmfqFull_8yr","EasShyne_3yr","0.059","0.0054","0.00e+00","34033"
"SpinFull_8yr","EasShyne_3yr","0.126","0.0054","0.00e+00","33297"
"SprakSeman_8yr","EasShyne_3yr","0.129","0.0069","0.00e+00","20508"
"CapeFullC_14yr","EasShyne_3yr","-0.007","0.0078","1.28e-66","16445"
"PeqParenC_14yr","EasShyne_3yr","-0.019","0.0078","3.43e-26","16488"
"SbSchooC_14yr","EasShyne_3yr","0.01","0.0082","1.23e-15","15029"
"SclAnxieC_14yr","EasShyne_3yr","0.016","0.0082","1.65e-235","15036"
"SclDepreC_14yr","EasShyne_3yr","0.016","0.0082","4.30e-68","15031"
"SdqProsoC_14yr","EasShyne_3yr","-0.063","0.0081","7.57e-04","15058"
"SdqProsoM_14yr","EasShyne_3yr","-0.145","0.0088","0.00e+00","12340"
"SmfqFullC_14yr","EasShyne_3yr","0.005","0.0085","3.20e-11","13749"
"SmfqFullM_14yr","EasShyne_3yr","0.03","0.0092","0.00e+00","11816"
"SpinFullC_14yr","EasShyne_3yr","0.045","0.0086","9.65e-15","13404"
"SppaSociaC_14yr","EasShyne_3yr","-0.071","0.0077","2.04e-63","16504"
"SwlsFullC_14yr","EasShyne_3yr","-0.026","0.0078","3.50e-33","16488"
"YptiFullC_14yr","EasShyne_3yr","-0.015","0.0078","2.56e-16","16386"
"ItseaCompe_3yr","EasSocia_3yr","-0.092","0.0043","0.00e+00","53205"
"ItseaDysre_3yr","EasSocia_3yr","0.018","0.0043","0.00e+00","52916"
"ItseaExter_3yr","EasSocia_3yr","-0.007","0.0043","2.28e-247","52938"
"ItseaInter_3yr","EasSocia_3yr","0.073","0.0043","0.00e+00","52919"
"ScqRestr_3yr","EasSocia_3yr","-0.022","0.0043","2.28e-52","53173"
"ScqSocia_3yr","EasSocia_3yr","0.178","0.0042","0.00e+00","53206"
"SdqProso_3yr","EasSocia_3yr","-0.168","0.0042","0.00e+00","53104"
"AsqLangu_5yr","EasSocia_3yr","0.112","0.0056","0.00e+00","31337"
"AsqMotor_5yr","EasSocia_3yr","-0.074","0.0056","0.00e+00","31342"
"CastFull_5yr","EasSocia_3yr","-0.11","0.0092","0.00e+00","11585"
"CbclExter_5yr","EasSocia_3yr","0.009","0.0056","4.52e-85","31837"
"CbclInter_5yr","EasSocia_3yr","0.134","0.0055","2.69e-165","31769"
"CccCoher_5yr","EasSocia_3yr","-0.126","0.0055","4.78e-71","31908"
"CprsrsFull_5yr","EasSocia_3yr","0.024","0.0056","7.98e-107","31888"
"EasActiv_5yr","EasSocia_3yr","-0.162","0.0055","4.68e-77","31894"
"EasEmoti_5yr","EasSocia_3yr","-0.053","0.0056","0.00e+00","31898"
"EasShyne_5yr","EasSocia_3yr","0.435","0.0045","1.47e-62","31889"
"EasSocia_5yr","EasSocia_3yr","0.442","0.0045","4.12e-291","31898"
"SlasFull_5yr","EasSocia_3yr","-0.081","0.011","0.00e+00","8220"
"SprakExpre_5yr","EasSocia_3yr","0.124","0.006","0.00e+00","26860"
"SprakRecep_5yr","EasSocia_3yr","0.086","0.0061","0.00e+00","26862"
"SprakSeman_5yr","EasSocia_3yr","0.112","0.006","0.00e+00","26873"
"CccCoher_8yr","EasSocia_3yr","0.116","0.0063","6.54e-54","24729"
"CebqFull_8yr","EasSocia_3yr","0.061","0.0054","3.43e-144","33966"
"NhpicBenev_8yr","EasSocia_3yr","0.017","0.0054","5.46e-22","34046"
"NhpicConsc_8yr","EasSocia_3yr","-0.037","0.0054","1.36e-22","34049"
"RsdbdAdhd_8yr","EasSocia_3yr","-0.01","0.0054","1.32e-06","34073"
"RsdbdCondu_8yr","EasSocia_3yr","0.023","0.0054","0.00e+00","34122"
"RsdbdHyper_8yr","EasSocia_3yr","-0.043","0.0054","2.90e-136","34065"
"RsdbdInatt_8yr","EasSocia_3yr","0.013","0.0054","2.21e-56","34072"
"RsdbdOdd_8yr","EasSocia_3yr","0.016","0.0054","8.54e-112","34060"
"ScaredFull_8yr","EasSocia_3yr","0.073","0.0054","0.00e+00","34083"
"ScqRestr_8yr","EasSocia_3yr","-0.059","0.0054","0.00e+00","34092"
"ScqSocia_8yr","EasSocia_3yr","0.079","0.0054","7.50e-128","34117"
"SmfqFull_8yr","EasSocia_3yr","0.034","0.0054","0.00e+00","34039"
"SpinFull_8yr","EasSocia_3yr","0.086","0.0054","0.00e+00","33303"
"SprakSeman_8yr","EasSocia_3yr","0.115","0.0069","0.00e+00","20511"
"CapeFullC_14yr","EasSocia_3yr","-0.023","0.0078","1.38e-72","16447"
"PeqParenC_14yr","EasSocia_3yr","-0.005","0.0078","4.97e-32","16490"
"SbSchooC_14yr","EasSocia_3yr","0.011","0.0082","1.71e-22","15031"
"SclAnxieC_14yr","EasSocia_3yr","-0.009","0.0082","1.27e-243","15038"
"SclDepreC_14yr","EasSocia_3yr","-0.01","0.0082","2.62e-75","15033"
"SdqProsoC_14yr","EasSocia_3yr","-0.066","0.0081","3.63e-08","15060"
"SdqProsoM_14yr","EasSocia_3yr","-0.114","0.0089","0.00e+00","12340"
"SmfqFullC_14yr","EasSocia_3yr","-0.02","0.0085","1.10e-13","13751"
"SmfqFullM_14yr","EasSocia_3yr","0.007","0.0092","0.00e+00","11816"
"SpinFullC_14yr","EasSocia_3yr","0.028","0.0086","2.65e-18","13406"
"SppaSociaC_14yr","EasSocia_3yr","-0.059","0.0078","2.13e-67","16506"
"SwlsFullC_14yr","EasSocia_3yr","-0.02","0.0078","6.04e-37","16490"
"YptiFullC_14yr","EasSocia_3yr","-0.015","0.0078","5.76e-21","16388"
"ItseaDysre_3yr","ItseaCompe_3yr","-0.108","0.0041","0.00e+00","58090"
"ItseaExter_3yr","ItseaCompe_3yr","-0.197","0.004","0.00e+00","58113"
"ItseaInter_3yr","ItseaCompe_3yr","-0.25","0.0039","0.00e+00","58092"
"ScqRestr_3yr","ItseaCompe_3yr","0.267","0.0038","0.00e+00","58291"
"ScqSocia_3yr","ItseaCompe_3yr","-0.121","0.0041","0.00e+00","58333"
"SdqProso_3yr","ItseaCompe_3yr","0.198","0.004","0.00e+00","58345"
"AsqLangu_5yr","ItseaCompe_3yr","-0.128","0.0054","0.00e+00","33068"
"AsqMotor_5yr","ItseaCompe_3yr","0.112","0.0054","0.00e+00","33070"
"CastFull_5yr","ItseaCompe_3yr","0.069","0.009","0.00e+00","12326"
"CbclExter_5yr","ItseaCompe_3yr","-0.145","0.0055","0.00e+00","32062"
"CbclInter_5yr","ItseaCompe_3yr","-0.139","0.0055","0.00e+00","31993"
"CccCoher_5yr","ItseaCompe_3yr","0.147","0.0053","0.00e+00","33889"
"CprsrsFull_5yr","ItseaCompe_3yr","-0.165","0.0053","0.00e+00","33866"
"EasActiv_5yr","ItseaCompe_3yr","-0.015","0.0056","0.00e+00","31968"
"EasEmoti_5yr","ItseaCompe_3yr","0.095","0.0055","0.00e+00","31973"
"EasShyne_5yr","ItseaCompe_3yr","-0.078","0.0056","0.00e+00","31958"
"EasSocia_5yr","ItseaCompe_3yr","-0.088","0.0055","0.00e+00","31966"
"SlasFull_5yr","ItseaCompe_3yr","0.164","0.0104","0.00e+00","8747"
"SprakExpre_5yr","ItseaCompe_3yr","-0.122","0.0058","0.00e+00","28515"
"SprakRecep_5yr","ItseaCompe_3yr","-0.123","0.0058","0.00e+00","28518"
"SprakSeman_5yr","ItseaCompe_3yr","-0.136","0.0058","0.00e+00","28531"
"CccCoher_8yr","ItseaCompe_3yr","-0.164","0.0061","0.00e+00","25813"
"CebqFull_8yr","ItseaCompe_3yr","-0.064","0.0053","0.00e+00","35882"
"NhpicBenev_8yr","ItseaCompe_3yr","-0.078","0.0052","0.00e+00","35966"
"NhpicConsc_8yr","ItseaCompe_3yr","0.059","0.0053","0.00e+00","35969"
"RsdbdAdhd_8yr","ItseaCompe_3yr","-0.134","0.0052","0.00e+00","35994"
"RsdbdCondu_8yr","ItseaCompe_3yr","-0.068","0.0052","0.00e+00","36048"
"RsdbdHyper_8yr","ItseaCompe_3yr","-0.122","0.0052","0.00e+00","35984"
"RsdbdInatt_8yr","ItseaCompe_3yr","-0.117","0.0052","0.00e+00","35993"
"RsdbdOdd_8yr","ItseaCompe_3yr","-0.097","0.0052","0.00e+00","35978"
"ScaredFull_8yr","ItseaCompe_3yr","-0.056","0.0053","0.00e+00","36006"
"ScqRestr_8yr","ItseaCompe_3yr","0.194","0.0051","0.00e+00","35946"
"ScqSocia_8yr","ItseaCompe_3yr","-0.055","0.0053","0.00e+00","35973"
"SmfqFull_8yr","ItseaCompe_3yr","-0.106","0.0052","0.00e+00","35955"
"SpinFull_8yr","ItseaCompe_3yr","-0.068","0.0053","0.00e+00","35175"
"SprakSeman_8yr","ItseaCompe_3yr","-0.137","0.0067","0.00e+00","21393"
"CapeFullC_14yr","ItseaCompe_3yr","0.002","0.0076","0.00e+00","17394"
"PeqParenC_14yr","ItseaCompe_3yr","0.006","0.0076","0.00e+00","17438"
"SbSchooC_14yr","ItseaCompe_3yr","0.004","0.0079","0.00e+00","15890"
"SclAnxieC_14yr","ItseaCompe_3yr","0.016","0.0079","0.00e+00","15899"
"SclDepreC_14yr","ItseaCompe_3yr","0.015","0.0079","0.00e+00","15894"
