"Var1","Var2","r","se","p","n"
"CapeFullC_14yr","RsdbdHyper_8yr","0.047","0.0079","2.03e-156","16124"
"PeqParenC_14yr","RsdbdHyper_8yr","-0.114","0.0078","3.88e-102","16176"
"SbSchooC_14yr","RsdbdHyper_8yr","0.073","0.0082","1.63e-85","14727"
"SclAnxieC_14yr","RsdbdHyper_8yr","0.033","0.0082","4.27e-314","14735"
"SclDepreC_14yr","RsdbdHyper_8yr","0.04","0.0082","4.94e-137","14729"
"SdqProsoC_14yr","RsdbdHyper_8yr","-0.107","0.0086","9.11e-59","13062"
"SdqProsoM_14yr","RsdbdHyper_8yr","-0.184","0.0092","0.00e+00","10961"
"SmfqFullC_14yr","RsdbdHyper_8yr","0.05","0.0079","1.88e-82","16137"
"SmfqFullM_14yr","RsdbdHyper_8yr","0.155","0.0083","0.00e+00","13676"
"SpinFullC_14yr","RsdbdHyper_8yr","0","0.008","7.45e-92","15734"
"SppaSociaC_14yr","RsdbdHyper_8yr","-0.064","0.0078","1.18e-140","16190"
"SwlsFullC_14yr","RsdbdHyper_8yr","-0.075","0.0078","1.74e-107","16176"
"YptiFullC_14yr","RsdbdHyper_8yr","0.168","0.0077","1.74e-93","16073"
"RsdbdOdd_8yr","RsdbdInatt_8yr","0.433","0.0039","1.63e-225","43264"
"ScaredFull_8yr","RsdbdInatt_8yr","0.141","0.0047","0.00e+00","43271"
"ScqRestr_8yr","RsdbdInatt_8yr","-0.279","0.0049","0.00e+00","35898"
"ScqSocia_8yr","RsdbdInatt_8yr","0.014","0.0053","6.94e-208","35924"
"SmfqFull_8yr","RsdbdInatt_8yr","0.408","0.004","0.00e+00","43152"
"SpinFull_8yr","RsdbdInatt_8yr","0.161","0.0047","0.00e+00","42184"
"SprakSeman_8yr","RsdbdInatt_8yr","0.33","0.0057","0.00e+00","24080"
"CapeFullC_14yr","RsdbdInatt_8yr","0.037","0.0079","1.66e-150","16127"
"PeqParenC_14yr","RsdbdInatt_8yr","-0.13","0.0077","2.84e-96","16179"
"SbSchooC_14yr","RsdbdInatt_8yr","0.069","0.0082","4.88e-69","14730"
"SclAnxieC_14yr","RsdbdInatt_8yr","0.036","0.0082","1.44e-299","14738"
"SclDepreC_14yr","RsdbdInatt_8yr","0.051","0.0082","2.34e-121","14732"
"SdqProsoC_14yr","RsdbdInatt_8yr","-0.13","0.0086","2.98e-44","13065"
"SdqProsoM_14yr","RsdbdInatt_8yr","-0.219","0.0091","2.63e-307","10964"
"SmfqFullC_14yr","RsdbdInatt_8yr","0.053","0.0078","3.23e-78","16140"
"SmfqFullM_14yr","RsdbdInatt_8yr","0.192","0.0082","0.00e+00","13680"
"SpinFullC_14yr","RsdbdInatt_8yr","0.04","0.008","1.34e-83","15737"
"SppaSociaC_14yr","RsdbdInatt_8yr","-0.125","0.0077","3.44e-134","16193"
"SwlsFullC_14yr","RsdbdInatt_8yr","-0.098","0.0078","2.60e-101","16179"
"YptiFullC_14yr","RsdbdInatt_8yr","0.137","0.0077","6.87e-87","16076"
"ScaredFull_8yr","RsdbdOdd_8yr","0.168","0.0047","0.00e+00","43257"
"ScqRestr_8yr","RsdbdOdd_8yr","-0.204","0.0051","0.00e+00","35885"
"ScqSocia_8yr","RsdbdOdd_8yr","-0.026","0.0053","1.20e-263","35910"
"SmfqFull_8yr","RsdbdOdd_8yr","0.466","0.0038","0.00e+00","43136"
"SpinFull_8yr","RsdbdOdd_8yr","0.148","0.0048","0.00e+00","42169"
"SprakSeman_8yr","RsdbdOdd_8yr","0.169","0.0063","0.00e+00","24074"
"CapeFullC_14yr","RsdbdOdd_8yr","0.079","0.0078","1.48e-137","16122"
"PeqParenC_14yr","RsdbdOdd_8yr","-0.169","0.0076","6.24e-87","16174"
"SbSchooC_14yr","RsdbdOdd_8yr","0.099","0.0082","1.12e-71","14725"
"SclAnxieC_14yr","RsdbdOdd_8yr","0.068","0.0082","9.42e-299","14733"
"SclDepreC_14yr","RsdbdOdd_8yr","0.094","0.0082","7.05e-123","14727"
"SdqProsoC_14yr","RsdbdOdd_8yr","-0.109","0.0086","4.59e-47","13060"
"SdqProsoM_14yr","RsdbdOdd_8yr","-0.249","0.009","1.98e-323","10960"
"SmfqFullC_14yr","RsdbdOdd_8yr","0.11","0.0078","1.01e-68","16135"
"SmfqFullM_14yr","RsdbdOdd_8yr","0.236","0.0081","0.00e+00","13675"
"SpinFullC_14yr","RsdbdOdd_8yr","0.064","0.0079","3.94e-75","15732"
"SppaSociaC_14yr","RsdbdOdd_8yr","-0.108","0.0078","1.92e-124","16188"
"SwlsFullC_14yr","RsdbdOdd_8yr","-0.129","0.0077","1.12e-91","16174"
"YptiFullC_14yr","RsdbdOdd_8yr","0.132","0.0078","4.14e-76","16071"
"ScqRestr_8yr","ScaredFull_8yr","-0.141","0.0052","0.00e+00","35910"
"ScqSocia_8yr","ScaredFull_8yr","-0.004","0.0053","0.00e+00","35937"
"SmfqFull_8yr","ScaredFull_8yr","0.249","0.0045","0.00e+00","43169"
"SpinFull_8yr","ScaredFull_8yr","0.13","0.0048","0.00e+00","42202"
"SprakSeman_8yr","ScaredFull_8yr","0.11","0.0064","0.00e+00","24085"
"CapeFullC_14yr","ScaredFull_8yr","0.06","0.0078","0.00e+00","16132"
"PeqParenC_14yr","ScaredFull_8yr","-0.005","0.0079","0.00e+00","16184"
"SbSchooC_14yr","ScaredFull_8yr","0.035","0.0082","0.00e+00","14735"
"SclAnxieC_14yr","ScaredFull_8yr","0.104","0.0081","0.00e+00","14743"
"SclDepreC_14yr","ScaredFull_8yr","0.083","0.0082","0.00e+00","14737"
"SdqProsoC_14yr","ScaredFull_8yr","0","0.0087","0.00e+00","13069"
"SdqProsoM_14yr","ScaredFull_8yr","-0.068","0.0095","0.00e+00","10966"
"SmfqFullC_14yr","ScaredFull_8yr","0.062","0.0078","0.00e+00","16145"
"SmfqFullM_14yr","ScaredFull_8yr","0.145","0.0084","0.00e+00","13683"
"SpinFullC_14yr","ScaredFull_8yr","0.081","0.0079","0.00e+00","15741"
"SppaSociaC_14yr","ScaredFull_8yr","-0.069","0.0078","0.00e+00","16199"
"SwlsFullC_14yr","ScaredFull_8yr","-0.046","0.0078","0.00e+00","16185"
"YptiFullC_14yr","ScaredFull_8yr","-0.034","0.0079","0.00e+00","16081"
"ScqSocia_8yr","ScqRestr_8yr","-0.003","0.0053","0.00e+00","35954"
"SmfqFull_8yr","ScqRestr_8yr","-0.225","0.005","0.00e+00","35854"
"SpinFull_8yr","ScqRestr_8yr","-0.107","0.0053","0.00e+00","35073"
"SprakSeman_8yr","ScqRestr_8yr","-0.23","0.0065","0.00e+00","21347"
"CapeFullC_14yr","ScqRestr_8yr","-0.021","0.0084","0.00e+00","14292"
"PeqParenC_14yr","ScqRestr_8yr","0.034","0.0083","0.00e+00","14332"
"SbSchooC_14yr","ScqRestr_8yr","-0.014","0.0088","0.00e+00","13029"
"SclAnxieC_14yr","ScqRestr_8yr","-0.015","0.0088","0.00e+00","13029"
"SclDepreC_14yr","ScqRestr_8yr","-0.012","0.0088","0.00e+00","13024"
"SdqProsoC_14yr","ScqRestr_8yr","0.081","0.0087","0.00e+00","13052"
"SdqProsoM_14yr","ScqRestr_8yr","0.104","0.0095","0.00e+00","10952"
"SmfqFullC_14yr","ScqRestr_8yr","-0.014","0.0084","0.00e+00","14297"
"SmfqFullM_14yr","ScqRestr_8yr","-0.097","0.009","0.00e+00","12230"
"SpinFullC_14yr","ScqRestr_8yr","-0.027","0.0085","0.00e+00","13939"
"SppaSociaC_14yr","ScqRestr_8yr","0.073","0.0083","0.00e+00","14345"
"SwlsFullC_14yr","ScqRestr_8yr","0.04","0.0083","0.00e+00","14334"
"YptiFullC_14yr","ScqRestr_8yr","-0.031","0.0084","0.00e+00","14247"
"SmfqFull_8yr","ScqSocia_8yr","-0.017","0.0053","0.00e+00","35880"
"SpinFull_8yr","ScqSocia_8yr","0","0.0053","0.00e+00","35098"
"SprakSeman_8yr","ScqSocia_8yr","0.004","0.0068","0.00e+00","21361"
"CapeFullC_14yr","ScqSocia_8yr","-0.058","0.0083","4.68e-137","14303"
"PeqParenC_14yr","ScqSocia_8yr","0","0.0084","1.03e-89","14343"
"SbSchooC_14yr","ScqSocia_8yr","-0.014","0.0088","1.54e-70","13040"
"SclAnxieC_14yr","ScqSocia_8yr","-0.054","0.0087","7.84e-282","13040"
"SclDepreC_14yr","ScqSocia_8yr","-0.048","0.0087","4.60e-118","13035"
"SdqProsoC_14yr","ScqSocia_8yr","-0.044","0.0087","2.39e-55","13062"
"SdqProsoM_14yr","ScqSocia_8yr","-0.083","0.0095","0.00e+00","10960"
"SmfqFullC_14yr","ScqSocia_8yr","-0.052","0.0083","1.37e-76","14308"
"SmfqFullM_14yr","ScqSocia_8yr","-0.033","0.009","0.00e+00","12238"
"SpinFullC_14yr","ScqSocia_8yr","-0.027","0.0085","3.06e-79","13950"
"SppaSociaC_14yr","ScqSocia_8yr","0.024","0.0083","7.53e-125","14356"
"SwlsFullC_14yr","ScqSocia_8yr","0.021","0.0083","3.61e-97","14345"
"YptiFullC_14yr","ScqSocia_8yr","-0.001","0.0084","6.73e-77","14258"
"SpinFull_8yr","SmfqFull_8yr","0.159","0.0047","0.00e+00","42130"
"SprakSeman_8yr","SmfqFull_8yr","0.195","0.0062","0.00e+00","24046"
"CapeFullC_14yr","SmfqFull_8yr","0.117","0.0078","0.00e+00","16121"
"PeqParenC_14yr","SmfqFull_8yr","-0.144","0.0077","0.00e+00","16173"
"SbSchooC_14yr","SmfqFull_8yr","0.096","0.0082","0.00e+00","14724"
"SclAnxieC_14yr","SmfqFull_8yr","0.123","0.0081","0.00e+00","14732"
"SclDepreC_14yr","SmfqFull_8yr","0.145","0.0081","0.00e+00","14726"
"SdqProsoC_14yr","SmfqFull_8yr","-0.074","0.0087","2.29e-291","13060"
"SdqProsoM_14yr","SmfqFull_8yr","-0.154","0.0093","0.00e+00","10953"
"SmfqFullC_14yr","SmfqFull_8yr","0.155","0.0077","0.00e+00","16171"
"SmfqFullM_14yr","SmfqFull_8yr","0.308","0.0077","0.00e+00","13705"
"SpinFullC_14yr","SmfqFull_8yr","0.094","0.0079","0.00e+00","15726"
"SppaSociaC_14yr","SmfqFull_8yr","-0.143","0.0077","0.00e+00","16189"
"SwlsFullC_14yr","SmfqFull_8yr","-0.143","0.0077","0.00e+00","16174"
"YptiFullC_14yr","SmfqFull_8yr","0.097","0.0078","0.00e+00","16070"
"SprakSeman_8yr","SpinFull_8yr","0.16","0.0063","0.00e+00","23665"
"CapeFullC_14yr","SpinFull_8yr","0.054","0.0079","0.00e+00","15768"
"PeqParenC_14yr","SpinFull_8yr","-0.047","0.0079","0.00e+00","15819"
"SbSchooC_14yr","SpinFull_8yr","0.05","0.0083","0.00e+00","14425"
"SclAnxieC_14yr","SpinFull_8yr","0.049","0.0083","0.00e+00","14433"
"SclDepreC_14yr","SpinFull_8yr","0.064","0.0083","0.00e+00","14427"
"SdqProsoC_14yr","SpinFull_8yr","-0.055","0.0088","0.00e+00","12803"
"SdqProsoM_14yr","SpinFull_8yr","-0.116","0.0095","0.00e+00","10746"
"SmfqFullC_14yr","SpinFull_8yr","0.051","0.0079","0.00e+00","15780"
"SmfqFullM_14yr","SpinFull_8yr","0.108","0.0085","0.00e+00","13368"
"SpinFullC_14yr","SpinFull_8yr","0.086","0.0079","0.00e+00","15764"
"SppaSociaC_14yr","SpinFull_8yr","-0.089","0.0079","0.00e+00","15832"
"SwlsFullC_14yr","SpinFull_8yr","-0.071","0.0079","0.00e+00","15819"
"YptiFullC_14yr","SpinFull_8yr","0.032","0.008","0.00e+00","15719"
"CapeFullC_14yr","SprakSeman_8yr","0.013","0.0101","0.00e+00","9857"
"PeqParenC_14yr","SprakSeman_8yr","-0.033","0.01","0.00e+00","9891"
"SbSchooC_14yr","SprakSeman_8yr","0.037","0.0101","0.00e+00","9871"
"SclAnxieC_14yr","SprakSeman_8yr","0.018","0.0101","0.00e+00","9879"
"SclDepreC_14yr","SprakSeman_8yr","0.02","0.0101","0.00e+00","9873"
"SdqProsoC_14yr","SprakSeman_8yr","-0.066","0.0104","0.00e+00","9094"
"SdqProsoM_14yr","SprakSeman_8yr","-0.129","0.0118","0.00e+00","6969"
"SmfqFullC_14yr","SprakSeman_8yr","0.019","0.0101","0.00e+00","9867"
"SmfqFullM_14yr","SprakSeman_8yr","0.093","0.0114","0.00e+00","7543"
"SpinFullC_14yr","SprakSeman_8yr","0.034","0.0102","0.00e+00","9659"
"SppaSociaC_14yr","SprakSeman_8yr","-0.072","0.01","0.00e+00","9898"
"SwlsFullC_14yr","SprakSeman_8yr","-0.047","0.01","0.00e+00","9888"
"YptiFullC_14yr","SprakSeman_8yr","0.045","0.0101","0.00e+00","9830"
"PeqParenC_14yr","CapeFullC_14yr","-0.346","0.006","3.64e-148","21867"
"SbSchooC_14yr","CapeFullC_14yr","0.341","0.0062","1.54e-122","20018"
"SclAnxieC_14yr","CapeFullC_14yr","0.584","0.0047","0.00e+00","20005"
"SclDepreC_14yr","CapeFullC_14yr","0.62","0.0043","3.95e-178","20000"
"SdqProsoC_14yr","CapeFullC_14yr","-0.066","0.0079","1.42e-73","15846"
"SdqProsoM_14yr","CapeFullC_14yr","-0.01","0.0099","0.00e+00","10190"
"SmfqFullC_14yr","CapeFullC_14yr","0.635","0.0047","8.49e-98","16091"
"SmfqFullM_14yr","CapeFullC_14yr","0.275","0.0088","0.00e+00","10952"
"SpinFullC_14yr","CapeFullC_14yr","0.445","0.0064","1.45e-112","15693"
"SppaSociaC_14yr","CapeFullC_14yr","-0.36","0.0059","2.90e-175","21866"
"SwlsFullC_14yr","CapeFullC_14yr","-0.457","0.0054","6.67e-156","21852"
"YptiFullC_14yr","CapeFullC_14yr","0.292","0.0062","5.19e-122","21780"
"SbSchooC_14yr","PeqParenC_14yr","-0.329","0.0063","1.64e-76","20055"
"SclAnxieC_14yr","PeqParenC_14yr","-0.327","0.0063","0.00e+00","20082"
"SclDepreC_14yr","PeqParenC_14yr","-0.417","0.0058","2.77e-137","20078"
"SdqProsoC_14yr","PeqParenC_14yr","0.275","0.0073","2.19e-34","15892"
"SdqProsoM_14yr","PeqParenC_14yr","0.244","0.0093","0.00e+00","10216"
"SmfqFullC_14yr","PeqParenC_14yr","-0.441","0.0063","4.26e-49","16155"
"SmfqFullM_14yr","PeqParenC_14yr","-0.243","0.009","0.00e+00","10988"
"SpinFullC_14yr","PeqParenC_14yr","-0.263","0.0074","4.05e-53","15761"
"SppaSociaC_14yr","PeqParenC_14yr","0.297","0.0062","2.61e-118","21940"
"SwlsFullC_14yr","PeqParenC_14yr","0.515","0.005","1.81e-93","21927"
"YptiFullC_14yr","PeqParenC_14yr","-0.325","0.0061","1.04e-64","21797"
"SclAnxieC_14yr","SbSchooC_14yr","0.335","0.0063","0.00e+00","20032"
"SclDepreC_14yr","SbSchooC_14yr","0.4","0.0059","2.50e-124","20028"
"SdqProsoC_14yr","SbSchooC_14yr","-0.208","0.0076","6.14e-37","15866"
"SdqProsoM_14yr","SbSchooC_14yr","-0.118","0.0098","1.31e-318","10205"
"SmfqFullC_14yr","SbSchooC_14yr","0.397","0.0069","2.96e-41","14699"
"SmfqFullM_14yr","SbSchooC_14yr","0.256","0.0095","0.00e+00","9723"
"SpinFullC_14yr","SbSchooC_14yr","0.292","0.0076","9.68e-52","14362"
"SppaSociaC_14yr","SbSchooC_14yr","-0.373","0.0061","4.22e-112","20055"
"SwlsFullC_14yr","SbSchooC_14yr","-0.435","0.0057","4.30e-116","20040"
"YptiFullC_14yr","SbSchooC_14yr","0.211","0.0068","8.48e-61","19948"
"SclDepreC_14yr","SclAnxieC_14yr","0.746","0.0031","0.00e+00","20085"
"SdqProsoC_14yr","SclAnxieC_14yr","-0.034","0.0079","7.85e-252","15879"
"SdqProsoM_14yr","SclAnxieC_14yr","-0.028","0.0099","0.00e+00","10212"
"SmfqFullC_14yr","SclAnxieC_14yr","0.678","0.0045","2.77e-307","14727"
"SmfqFullM_14yr","SclAnxieC_14yr","0.352","0.0089","0.00e+00","9726"
"SpinFullC_14yr","SclAnxieC_14yr","0.488","0.0064","2.71e-292","14387"
"SppaSociaC_14yr","SclAnxieC_14yr","-0.384","0.006","0.00e+00","20075"
"SwlsFullC_14yr","SclAnxieC_14yr","-0.49","0.0054","0.00e+00","20069"
"YptiFullC_14yr","SclAnxieC_14yr","0.18","0.0069","9.02e-317","19938"
"SdqProsoC_14yr","SclDepreC_14yr","-0.091","0.0079","9.80e-79","15874"
"SdqProsoM_14yr","SclDepreC_14yr","-0.06","0.0099","0.00e+00","10209"
"SmfqFullC_14yr","SclDepreC_14yr","0.802","0.0029","1.52e-144","14722"
"SmfqFullM_14yr","SclDepreC_14yr","0.41","0.0084","0.00e+00","9722"
"SpinFullC_14yr","SclDepreC_14yr","0.527","0.006","9.56e-113","14383"
"SppaSociaC_14yr","SclDepreC_14yr","-0.453","0.0056","1.51e-156","20069"
"SwlsFullC_14yr","SclDepreC_14yr","-0.616","0.0044","2.13e-155","20063"
"YptiFullC_14yr","SclDepreC_14yr","0.22","0.0067","1.69e-106","19934"
"SdqProsoM_14yr","SdqProsoC_14yr","0.316","0.0089","4.94e-323","10230"
"SmfqFullC_14yr","SdqProsoC_14yr","-0.084","0.0087","1.45e-13","13035"
"SmfqFullM_14yr","SdqProsoC_14yr","-0.071","0.0106","0.00e+00","8740"
"SpinFullC_14yr","SdqProsoC_14yr","-0.111","0.0088","8.38e-19","12736"
"SppaSociaC_14yr","SdqProsoC_14yr","0.231","0.0075","1.97e-64","15909"
"SwlsFullC_14yr","SdqProsoC_14yr","0.228","0.0075","6.11e-34","15890"
"YptiFullC_14yr","SdqProsoC_14yr","-0.254","0.0074","3.42e-28","15786"
"SmfqFullC_14yr","SdqProsoM_14yr","-0.039","0.0107","8.09e-266","8736"
"SmfqFullM_14yr","SdqProsoM_14yr","-0.179","0.0093","0.00e+00","10933"
"SpinFullC_14yr","SdqProsoM_14yr","-0.068","0.0108","1.61e-256","8561"
"SppaSociaC_14yr","SdqProsoM_14yr","0.124","0.0097","0.00e+00","10222"
"SwlsFullC_14yr","SdqProsoM_14yr","0.147","0.0097","0.00e+00","10220"
"YptiFullC_14yr","SdqProsoM_14yr","-0.136","0.0097","0.00e+00","10160"
"SmfqFullM_14yr","SmfqFullC_14yr","0.404","0.008","0.00e+00","10988"
"SpinFullC_14yr","SmfqFullC_14yr","0.52","0.0058","5.18e-58","15718"
"SppaSociaC_14yr","SmfqFullC_14yr","-0.475","0.0061","1.29e-80","16158"
"SwlsFullC_14yr","SmfqFullC_14yr","-0.626","0.0048","4.99e-102","16153"
"YptiFullC_14yr","SmfqFullC_14yr","0.28","0.0073","3.83e-27","16051"
"SpinFullC_14yr","SmfqFullM_14yr","0.251","0.0091","0.00e+00","10701"
"SppaSociaC_14yr","SmfqFullM_14yr","-0.306","0.0086","0.00e+00","10996"
"SwlsFullC_14yr","SmfqFullM_14yr","-0.371","0.0082","0.00e+00","10990"
"YptiFullC_14yr","SmfqFullM_14yr","0.105","0.0095","0.00e+00","10928"
"SppaSociaC_14yr","SpinFullC_14yr","-0.48","0.0061","2.70e-93","15750"
"SwlsFullC_14yr","SpinFullC_14yr","-0.419","0.0066","3.76e-72","15746"
"YptiFullC_14yr","SpinFullC_14yr","0.107","0.0079","6.23e-38","15658"
"SwlsFullC_14yr","SppaSociaC_14yr","0.539","0.0048","2.56e-133","21940"
"YptiFullC_14yr","SppaSociaC_14yr","-0.088","0.0067","4.10e-110","21790"
"YptiFullC_14yr","SwlsFullC_14yr","-0.226","0.0064","5.23e-69","21778"
