"Var1","Var2","r","se","p"
"YptiFullC_14yr","SprakSeman_5yr","-0.01","0.0092","0.00e+00"
"CebqFull_8yr","CccCoher_8yr","0.036","0.0059","0.00e+00"
"NhpicBenev_8yr","CccCoher_8yr","0.036","0.0059","0.00e+00"
"NhpicConsc_8yr","CccCoher_8yr","0.099","0.0058","0.00e+00"
"RsdbdAdhd_8yr","CccCoher_8yr","0.146","0.0057","0.00e+00"
"RsdbdCondu_8yr","CccCoher_8yr","0.143","0.0057","0.00e+00"
"RsdbdHyper_8yr","CccCoher_8yr","0.186","0.0057","0.00e+00"
"RsdbdInatt_8yr","CccCoher_8yr","0.222","0.0056","0.00e+00"
"RsdbdOdd_8yr","CccCoher_8yr","0.1","0.0058","0.00e+00"
"ScaredFull_8yr","CccCoher_8yr","0.097","0.0058","0.00e+00"
"ScqRestr_8yr","CccCoher_8yr","0.325","0.0056","0.00e+00"
"ScqSocia_8yr","CccCoher_8yr","-0.005","0.0062","0.00e+00"
"SmfqFull_8yr","CccCoher_8yr","0.158","0.0057","0.00e+00"
"SpinFull_8yr","CccCoher_8yr","0.119","0.0058","0.00e+00"
"SprakSeman_8yr","CccCoher_8yr","0.417","0.0053","0.00e+00"
"CapeFullC_14yr","CccCoher_8yr","0.013","0.0093","0.00e+00"
"PeqParenC_14yr","CccCoher_8yr","0.019","0.0092","0.00e+00"
"SbSchooC_14yr","CccCoher_8yr","0.016","0.0092","0.00e+00"
"SclAnxieC_14yr","CccCoher_8yr","0.01","0.0092","0.00e+00"
"SclDepreC_14yr","CccCoher_8yr","0.016","0.0092","0.00e+00"
"SdqProsoC_14yr","CccCoher_8yr","0.076","0.0096","0.00e+00"
"SdqProsoM_14yr","CccCoher_8yr","0.109","0.0109","0.00e+00"
"SmfqFullC_14yr","CccCoher_8yr","0.002","0.0093","0.00e+00"
"SmfqFullM_14yr","CccCoher_8yr","0.099","0.0105","0.00e+00"
"SpinFullC_14yr","CccCoher_8yr","0.004","0.0094","0.00e+00"
"SppaSociaC_14yr","CccCoher_8yr","0.033","0.0092","0.00e+00"
"SwlsFullC_14yr","CccCoher_8yr","-0.008","0.0092","0.00e+00"
"YptiFullC_14yr","CccCoher_8yr","0.001","0.0093","0.00e+00"
"NhpicBenev_8yr","CebqFull_8yr","0.013","0.0048","0.00e+00"
"NhpicConsc_8yr","CebqFull_8yr","0.008","0.0048","0.00e+00"
"RsdbdAdhd_8yr","CebqFull_8yr","0.019","0.0048","0.00e+00"
"RsdbdCondu_8yr","CebqFull_8yr","0.018","0.0048","0.00e+00"
"RsdbdHyper_8yr","CebqFull_8yr","0.023","0.0048","0.00e+00"
"RsdbdInatt_8yr","CebqFull_8yr","0.023","0.0048","0.00e+00"
"RsdbdOdd_8yr","CebqFull_8yr","0.032","0.0048","0.00e+00"
"ScaredFull_8yr","CebqFull_8yr","0.018","0.0048","0.00e+00"
"ScqRestr_8yr","CebqFull_8yr","0.037","0.0053","0.00e+00"
"ScqSocia_8yr","CebqFull_8yr","0.008","0.0053","0.00e+00"
"SmfqFull_8yr","CebqFull_8yr","0.033","0.0048","0.00e+00"
"SpinFull_8yr","CebqFull_8yr","0.029","0.0049","0.00e+00"
"SprakSeman_8yr","CebqFull_8yr","0.03","0.0064","0.00e+00"
"CapeFullC_14yr","CebqFull_8yr","0.006","0.0079","2.34e-245"
"PeqParenC_14yr","CebqFull_8yr","0.008","0.0079","4.40e-232"
"SbSchooC_14yr","CebqFull_8yr","0.016","0.0083","6.74e-254"
"SclAnxieC_14yr","CebqFull_8yr","0.013","0.0082","0.00e+00"
"SclDepreC_14yr","CebqFull_8yr","0.009","0.0083","0.00e+00"
"SdqProsoC_14yr","CebqFull_8yr","-0.008","0.0088","9.47e-310"
"SdqProsoM_14yr","CebqFull_8yr","-0.008","0.0096","0.00e+00"
"SmfqFullC_14yr","CebqFull_8yr","0.011","0.0079","2.10e-245"
"SmfqFullM_14yr","CebqFull_8yr","0.008","0.0086","0.00e+00"
"SpinFullC_14yr","CebqFull_8yr","0.011","0.008","0.00e+00"
"SppaSociaC_14yr","CebqFull_8yr","0.013","0.0079","3.73e-182"
"SwlsFullC_14yr","CebqFull_8yr","0.001","0.0079","0.00e+00"
"YptiFullC_14yr","CebqFull_8yr","0.01","0.0079","3.40e-279"
"NhpicConsc_8yr","NhpicBenev_8yr","0.204","0.0046","0.00e+00"
"RsdbdAdhd_8yr","NhpicBenev_8yr","0.182","0.0047","0.00e+00"
"RsdbdCondu_8yr","NhpicBenev_8yr","0.144","0.0047","0.00e+00"
"RsdbdHyper_8yr","NhpicBenev_8yr","0.197","0.0046","0.00e+00"
"RsdbdInatt_8yr","NhpicBenev_8yr","0.153","0.0047","0.00e+00"
"RsdbdOdd_8yr","NhpicBenev_8yr","0.34","0.0043","0.00e+00"
"ScaredFull_8yr","NhpicBenev_8yr","0.055","0.0048","0.00e+00"
"ScqRestr_8yr","NhpicBenev_8yr","0.066","0.0053","0.00e+00"
"ScqSocia_8yr","NhpicBenev_8yr","0.017","0.0053","0.00e+00"
"SmfqFull_8yr","NhpicBenev_8yr","0.147","0.0047","0.00e+00"
"SpinFull_8yr","NhpicBenev_8yr","0.032","0.0049","0.00e+00"
"SprakSeman_8yr","NhpicBenev_8yr","-0.024","0.0064","0.00e+00"
"CapeFullC_14yr","NhpicBenev_8yr","0.019","0.0079","5.02e-214"
"PeqParenC_14yr","NhpicBenev_8yr","0.045","0.0078","1.05e-198"
"SbSchooC_14yr","NhpicBenev_8yr","0.016","0.0082","1.81e-220"
"SclAnxieC_14yr","NhpicBenev_8yr","0.017","0.0082","0.00e+00"
"SclDepreC_14yr","NhpicBenev_8yr","0.02","0.0082","0.00e+00"
"SdqProsoC_14yr","NhpicBenev_8yr","0.008","0.0087","1.88e-281"
"SdqProsoM_14yr","NhpicBenev_8yr","0.071","0.0095","0.00e+00"
"SmfqFullC_14yr","NhpicBenev_8yr","0.02","0.0079","1.47e-215"
"SmfqFullM_14yr","NhpicBenev_8yr","0.053","0.0085","0.00e+00"
"SpinFullC_14yr","NhpicBenev_8yr","0.02","0.008","0.00e+00"
"SppaSociaC_14yr","NhpicBenev_8yr","0.036","0.0078","2.07e-150"
"SwlsFullC_14yr","NhpicBenev_8yr","0.02","0.0079","7.08e-316"
"YptiFullC_14yr","NhpicBenev_8yr","0.047","0.0079","3.94e-244"
"RsdbdAdhd_8yr","NhpicConsc_8yr","0.34","0.0043","0.00e+00"
"RsdbdCondu_8yr","NhpicConsc_8yr","0.069","0.0048","0.00e+00"
"RsdbdHyper_8yr","NhpicConsc_8yr","0.192","0.0046","0.00e+00"
"RsdbdInatt_8yr","NhpicConsc_8yr","0.389","0.0041","0.00e+00"
"RsdbdOdd_8yr","NhpicConsc_8yr","0.138","0.0047","0.00e+00"
"ScaredFull_8yr","NhpicConsc_8yr","0.051","0.0048","0.00e+00"
"ScqRestr_8yr","NhpicConsc_8yr","0.076","0.0052","0.00e+00"
"ScqSocia_8yr","NhpicConsc_8yr","0.02","0.0053","0.00e+00"
"SmfqFull_8yr","NhpicConsc_8yr","0.115","0.0047","0.00e+00"
"SpinFull_8yr","NhpicConsc_8yr","0.029","0.0049","0.00e+00"
"SprakSeman_8yr","NhpicConsc_8yr","-0.012","0.0064","0.00e+00"
"CapeFullC_14yr","NhpicConsc_8yr","0.014","0.0079","3.45e-219"
"PeqParenC_14yr","NhpicConsc_8yr","0.024","0.0079","7.45e-207"
"SbSchooC_14yr","NhpicConsc_8yr","0.019","0.0082","2.39e-235"
"SclAnxieC_14yr","NhpicConsc_8yr","0.011","0.0082","0.00e+00"
"SclDepreC_14yr","NhpicConsc_8yr","0.015","0.0082","0.00e+00"
"SdqProsoC_14yr","NhpicConsc_8yr","0.021","0.0087","1.27e-293"
"SdqProsoM_14yr","NhpicConsc_8yr","0.056","0.0095","0.00e+00"
"SmfqFullC_14yr","NhpicConsc_8yr","0.007","0.0079","6.54e-221"
"SmfqFullM_14yr","NhpicConsc_8yr","0.052","0.0085","0.00e+00"
"SpinFullC_14yr","NhpicConsc_8yr","0.008","0.008","0.00e+00"
"SppaSociaC_14yr","NhpicConsc_8yr","0.03","0.0079","1.98e-156"
"SwlsFullC_14yr","NhpicConsc_8yr","0.017","0.0079","9.24e-320"
"YptiFullC_14yr","NhpicConsc_8yr","0.027","0.0079","1.92e-249"
"RsdbdCondu_8yr","RsdbdAdhd_8yr","0.13","0.0047","0.00e+00"
"RsdbdHyper_8yr","RsdbdAdhd_8yr","0.613","0.003","0.00e+00"
"RsdbdInatt_8yr","RsdbdAdhd_8yr","0.808","0.0017","0.00e+00"
"RsdbdOdd_8yr","RsdbdAdhd_8yr","0.283","0.0044","0.00e+00"
"ScaredFull_8yr","RsdbdAdhd_8yr","0.058","0.0048","0.00e+00"
"ScqRestr_8yr","RsdbdAdhd_8yr","0.122","0.0052","0.00e+00"
"ScqSocia_8yr","RsdbdAdhd_8yr","0.048","0.0053","0.00e+00"
"SmfqFull_8yr","RsdbdAdhd_8yr","0.176","0.0047","0.00e+00"
"SpinFull_8yr","RsdbdAdhd_8yr","0.037","0.0049","0.00e+00"
"SprakSeman_8yr","RsdbdAdhd_8yr","-0.021","0.0064","0.00e+00"
"CapeFullC_14yr","RsdbdAdhd_8yr","0.006","0.0079","1.14e-218"
"PeqParenC_14yr","RsdbdAdhd_8yr","0.022","0.0079","7.03e-205"
"SbSchooC_14yr","RsdbdAdhd_8yr","0.019","0.0082","3.45e-230"
"SclAnxieC_14yr","RsdbdAdhd_8yr","0.005","0.0082","0.00e+00"
"SclDepreC_14yr","RsdbdAdhd_8yr","0","0.0082","0.00e+00"
"SdqProsoC_14yr","RsdbdAdhd_8yr","0.017","0.0087","8.05e-292"
"SdqProsoM_14yr","RsdbdAdhd_8yr","0.04","0.0095","0.00e+00"
"SmfqFullC_14yr","RsdbdAdhd_8yr","0.001","0.0079","1.05e-220"
"SmfqFullM_14yr","RsdbdAdhd_8yr","0.051","0.0085","0.00e+00"
"SpinFullC_14yr","RsdbdAdhd_8yr","0.004","0.008","0.00e+00"
"SppaSociaC_14yr","RsdbdAdhd_8yr","0.02","0.0079","2.96e-155"
"SwlsFullC_14yr","RsdbdAdhd_8yr","0.001","0.0079","6.33e-320"
"YptiFullC_14yr","RsdbdAdhd_8yr","0.049","0.0079","9.84e-245"
"RsdbdHyper_8yr","RsdbdCondu_8yr","0.285","0.0044","0.00e+00"
"RsdbdInatt_8yr","RsdbdCondu_8yr","0.153","0.0047","0.00e+00"
"RsdbdOdd_8yr","RsdbdCondu_8yr","0.297","0.0044","0.00e+00"
"ScaredFull_8yr","RsdbdCondu_8yr","0.064","0.0048","0.00e+00"
"ScqRestr_8yr","RsdbdCondu_8yr","0.148","0.0052","0.00e+00"
"ScqSocia_8yr","RsdbdCondu_8yr","-0.02","0.0053","0.00e+00"
"SmfqFull_8yr","RsdbdCondu_8yr","0.275","0.0044","0.00e+00"
"SpinFull_8yr","RsdbdCondu_8yr","0.066","0.0048","0.00e+00"
"SprakSeman_8yr","RsdbdCondu_8yr","0.111","0.0064","0.00e+00"
"CapeFullC_14yr","RsdbdCondu_8yr","-0.001","0.0079","0.00e+00"
"PeqParenC_14yr","RsdbdCondu_8yr","0.032","0.0078","0.00e+00"
"SbSchooC_14yr","RsdbdCondu_8yr","-0.007","0.0082","0.00e+00"
"SclAnxieC_14yr","RsdbdCondu_8yr","-0.018","0.0082","0.00e+00"
"SclDepreC_14yr","RsdbdCondu_8yr","0.003","0.0082","0.00e+00"
"SdqProsoC_14yr","RsdbdCondu_8yr","0.111","0.0086","0.00e+00"
"SdqProsoM_14yr","RsdbdCondu_8yr","0.189","0.0092","0.00e+00"
"SmfqFullC_14yr","RsdbdCondu_8yr","-0.009","0.0079","0.00e+00"
"SmfqFullM_14yr","RsdbdCondu_8yr","0.125","0.0084","0.00e+00"
"SpinFullC_14yr","RsdbdCondu_8yr","-0.003","0.008","0.00e+00"
"SppaSociaC_14yr","RsdbdCondu_8yr","0.021","0.0078","0.00e+00"
"SwlsFullC_14yr","RsdbdCondu_8yr","0","0.0079","0.00e+00"
"YptiFullC_14yr","RsdbdCondu_8yr","0.019","0.0079","0.00e+00"
"RsdbdInatt_8yr","RsdbdHyper_8yr","0.392","0.0041","0.00e+00"
"RsdbdOdd_8yr","RsdbdHyper_8yr","0.321","0.0043","0.00e+00"
"ScaredFull_8yr","RsdbdHyper_8yr","0.096","0.0048","0.00e+00"
"ScqRestr_8yr","RsdbdHyper_8yr","0.214","0.005","0.00e+00"
"ScqSocia_8yr","RsdbdHyper_8yr","0.011","0.0053","0.00e+00"
"SmfqFull_8yr","RsdbdHyper_8yr","0.252","0.0045","0.00e+00"
"SpinFull_8yr","RsdbdHyper_8yr","0.074","0.0048","0.00e+00"
"SprakSeman_8yr","RsdbdHyper_8yr","0.067","0.0064","0.00e+00"
"CapeFullC_14yr","RsdbdHyper_8yr","0.017","0.0079","0.00e+00"
"PeqParenC_14yr","RsdbdHyper_8yr","0.032","0.0079","0.00e+00"
"SbSchooC_14yr","RsdbdHyper_8yr","0.007","0.0082","0.00e+00"
"SclAnxieC_14yr","RsdbdHyper_8yr","0.024","0.0082","0.00e+00"
"SclDepreC_14yr","RsdbdHyper_8yr","0.018","0.0082","0.00e+00"
"SdqProsoC_14yr","RsdbdHyper_8yr","0.054","0.0087","0.00e+00"
"SdqProsoM_14yr","RsdbdHyper_8yr","0.106","0.0094","0.00e+00"
"SmfqFullC_14yr","RsdbdHyper_8yr","0.004","0.0079","0.00e+00"
"SmfqFullM_14yr","RsdbdHyper_8yr","0.103","0.0085","0.00e+00"
"SpinFullC_14yr","RsdbdHyper_8yr","0.009","0.008","0.00e+00"
"SppaSociaC_14yr","RsdbdHyper_8yr","0.01","0.0079","0.00e+00"
"SwlsFullC_14yr","RsdbdHyper_8yr","0.007","0.0079","0.00e+00"
"YptiFullC_14yr","RsdbdHyper_8yr","0.051","0.0079","0.00e+00"
"RsdbdOdd_8yr","RsdbdInatt_8yr","0.25","0.0045","0.00e+00"
"ScaredFull_8yr","RsdbdInatt_8yr","0.091","0.0048","0.00e+00"
"ScqRestr_8yr","RsdbdInatt_8yr","0.169","0.0051","0.00e+00"
"ScqSocia_8yr","RsdbdInatt_8yr","0.042","0.0053","0.00e+00"
"SmfqFull_8yr","RsdbdInatt_8yr","0.211","0.0046","0.00e+00"
"SpinFull_8yr","RsdbdInatt_8yr","0.063","0.0048","0.00e+00"
"SprakSeman_8yr","RsdbdInatt_8yr","0.05","0.0064","0.00e+00"
"CapeFullC_14yr","RsdbdInatt_8yr","0.019","0.0079","5.64e-180"
"PeqParenC_14yr","RsdbdInatt_8yr","0.026","0.0079","2.20e-166"
"SbSchooC_14yr","RsdbdInatt_8yr","0.033","0.0082","6.52e-194"
"SclAnxieC_14yr","RsdbdInatt_8yr","0.011","0.0082","0.00e+00"
"SclDepreC_14yr","RsdbdInatt_8yr","0.012","0.0082","0.00e+00"
"SdqProsoC_14yr","RsdbdInatt_8yr","0.036","0.0087","2.05e-259"
"SdqProsoM_14yr","RsdbdInatt_8yr","0.076","0.0095","0.00e+00"
"SmfqFullC_14yr","RsdbdInatt_8yr","0","0.0079","4.12e-182"
"SmfqFullM_14yr","RsdbdInatt_8yr","0.089","0.0085","0.00e+00"
"SpinFullC_14yr","RsdbdInatt_8yr","0.014","0.008","0.00e+00"
"SppaSociaC_14yr","RsdbdInatt_8yr","0.039","0.0078","2.02e-116"
"SwlsFullC_14yr","RsdbdInatt_8yr","0.009","0.0079","5.95e-279"
"YptiFullC_14yr","RsdbdInatt_8yr","0.038","0.0079","7.33e-210"
"ScaredFull_8yr","RsdbdOdd_8yr","0.096","0.0048","0.00e+00"
"ScqRestr_8yr","RsdbdOdd_8yr","0.102","0.0052","0.00e+00"
"ScqSocia_8yr","RsdbdOdd_8yr","0.017","0.0053","0.00e+00"
"SmfqFull_8yr","RsdbdOdd_8yr","0.28","0.0044","0.00e+00"
"SpinFull_8yr","RsdbdOdd_8yr","0.054","0.0049","0.00e+00"
"SprakSeman_8yr","RsdbdOdd_8yr","0.023","0.0064","0.00e+00"
"CapeFullC_14yr","RsdbdOdd_8yr","0.03","0.0079","0.00e+00"
"PeqParenC_14yr","RsdbdOdd_8yr","0.057","0.0078","0.00e+00"
"SbSchooC_14yr","RsdbdOdd_8yr","0.033","0.0082","0.00e+00"
"SclAnxieC_14yr","RsdbdOdd_8yr","0.039","0.0082","0.00e+00"
"SclDepreC_14yr","RsdbdOdd_8yr","0.048","0.0082","0.00e+00"
"SdqProsoC_14yr","RsdbdOdd_8yr","0.028","0.0087","0.00e+00"
"SdqProsoM_14yr","RsdbdOdd_8yr","0.115","0.0094","0.00e+00"
"SmfqFullC_14yr","RsdbdOdd_8yr","0.037","0.0079","0.00e+00"
"SmfqFullM_14yr","RsdbdOdd_8yr","0.108","0.0085","0.00e+00"
"SpinFullC_14yr","RsdbdOdd_8yr","0.029","0.008","0.00e+00"
"SppaSociaC_14yr","RsdbdOdd_8yr","0.046","0.0078","0.00e+00"
"SwlsFullC_14yr","RsdbdOdd_8yr","0.027","0.0079","0.00e+00"
"YptiFullC_14yr","RsdbdOdd_8yr","0.022","0.0079","0.00e+00"
"ScqRestr_8yr","ScaredFull_8yr","0.131","0.0052","0.00e+00"
"ScqSocia_8yr","ScaredFull_8yr","-0.005","0.0053","0.00e+00"
"SmfqFull_8yr","ScaredFull_8yr","0.232","0.0046","0.00e+00"
"SpinFull_8yr","ScaredFull_8yr","0.094","0.0048","0.00e+00"
"SprakSeman_8yr","ScaredFull_8yr","0.071","0.0064","0.00e+00"
"CapeFullC_14yr","ScaredFull_8yr","0.022","0.0079","0.00e+00"
"PeqParenC_14yr","ScaredFull_8yr","-0.014","0.0079","0.00e+00"
"SbSchooC_14yr","ScaredFull_8yr","0.03","0.0082","0.00e+00"
"SclAnxieC_14yr","ScaredFull_8yr","0.066","0.0082","0.00e+00"
"SclDepreC_14yr","ScaredFull_8yr","0.031","0.0082","0.00e+00"
"SdqProsoC_14yr","ScaredFull_8yr","-0.002","0.0087","0.00e+00"
"SdqProsoM_14yr","ScaredFull_8yr","0.042","0.0095","0.00e+00"
"SmfqFullC_14yr","ScaredFull_8yr","0.003","0.0079","0.00e+00"
"SmfqFullM_14yr","ScaredFull_8yr","0.132","0.0084","0.00e+00"
"SpinFullC_14yr","ScaredFull_8yr","0.027","0.008","0.00e+00"
"SppaSociaC_14yr","ScaredFull_8yr","0.015","0.0079","0.00e+00"
"SwlsFullC_14yr","ScaredFull_8yr","0.021","0.0079","0.00e+00"
"YptiFullC_14yr","ScaredFull_8yr","0.019","0.0079","0.00e+00"
"ScqSocia_8yr","ScqRestr_8yr","0.005","0.0053","0.00e+00"
"SmfqFull_8yr","ScqRestr_8yr","0.176","0.0051","0.00e+00"
"SpinFull_8yr","ScqRestr_8yr","0.1","0.0053","0.00e+00"
"SprakSeman_8yr","ScqRestr_8yr","0.213","0.0065","0.00e+00"
"CapeFullC_14yr","ScqRestr_8yr","0.021","0.0084","0.00e+00"
"PeqParenC_14yr","ScqRestr_8yr","0.023","0.0083","0.00e+00"
"SbSchooC_14yr","ScqRestr_8yr","0.016","0.0088","0.00e+00"
"SclAnxieC_14yr","ScqRestr_8yr","0.011","0.0088","0.00e+00"
"SclDepreC_14yr","ScqRestr_8yr","0.015","0.0088","0.00e+00"
"SdqProsoC_14yr","ScqRestr_8yr","0.073","0.0087","0.00e+00"
"SdqProsoM_14yr","ScqRestr_8yr","0.096","0.0095","0.00e+00"
"SmfqFullC_14yr","ScqRestr_8yr","-0.003","0.0084","0.00e+00"
"SmfqFullM_14yr","ScqRestr_8yr","0.087","0.009","0.00e+00"
"SpinFullC_14yr","ScqRestr_8yr","0.023","0.0085","0.00e+00"
"SppaSociaC_14yr","ScqRestr_8yr","0.033","0.0083","0.00e+00"
"SwlsFullC_14yr","ScqRestr_8yr","0.005","0.0084","0.00e+00"
"YptiFullC_14yr","ScqRestr_8yr","0.012","0.0084","0.00e+00"
"SmfqFull_8yr","ScqSocia_8yr","-0.02","0.0053","0.00e+00"
"SpinFull_8yr","ScqSocia_8yr","-0.015","0.0053","0.00e+00"
"SprakSeman_8yr","ScqSocia_8yr","-0.03","0.0068","0.00e+00"
"CapeFullC_14yr","ScqSocia_8yr","-0.002","0.0084","0.00e+00"
"PeqParenC_14yr","ScqSocia_8yr","0.019","0.0083","0.00e+00"
"SbSchooC_14yr","ScqSocia_8yr","0.007","0.0088","0.00e+00"
"SclAnxieC_14yr","ScqSocia_8yr","-0.004","0.0088","0.00e+00"
"SclDepreC_14yr","ScqSocia_8yr","-0.01","0.0088","0.00e+00"
"SdqProsoC_14yr","ScqSocia_8yr","-0.003","0.0088","0.00e+00"
"SdqProsoM_14yr","ScqSocia_8yr","0.014","0.0096","0.00e+00"
"SmfqFullC_14yr","ScqSocia_8yr","0.007","0.0084","0.00e+00"
"SmfqFullM_14yr","ScqSocia_8yr","-0.025","0.009","0.00e+00"
"SpinFullC_14yr","ScqSocia_8yr","-0.006","0.0085","0.00e+00"
"SppaSociaC_14yr","ScqSocia_8yr","0","0.0083","5.32e-293"
"SwlsFullC_14yr","ScqSocia_8yr","-0.014","0.0083","0.00e+00"
"YptiFullC_14yr","ScqSocia_8yr","0.005","0.0084","0.00e+00"
"SpinFull_8yr","SmfqFull_8yr","0.116","0.0048","0.00e+00"
"SprakSeman_8yr","SmfqFull_8yr","0.115","0.0064","0.00e+00"
"CapeFullC_14yr","SmfqFull_8yr","0.025","0.0079","0.00e+00"
"PeqParenC_14yr","SmfqFull_8yr","0.064","0.0078","0.00e+00"
"SbSchooC_14yr","SmfqFull_8yr","0.038","0.0082","0.00e+00"
"SclAnxieC_14yr","SmfqFull_8yr","0.065","0.0082","0.00e+00"
"SclDepreC_14yr","SmfqFull_8yr","0.084","0.0082","0.00e+00"
"SdqProsoC_14yr","SmfqFull_8yr","0.048","0.0087","0.00e+00"
"SdqProsoM_14yr","SmfqFull_8yr","0.107","0.0094","0.00e+00"
"SmfqFullC_14yr","SmfqFull_8yr","0.032","0.0079","0.00e+00"
"SmfqFullM_14yr","SmfqFull_8yr","0.258","0.008","0.00e+00"
"SpinFullC_14yr","SmfqFull_8yr","0.044","0.008","0.00e+00"
"SppaSociaC_14yr","SmfqFull_8yr","0.056","0.0078","0.00e+00"
"SwlsFullC_14yr","SmfqFull_8yr","0.055","0.0078","0.00e+00"
"YptiFullC_14yr","SmfqFull_8yr","0.013","0.0079","0.00e+00"
"SprakSeman_8yr","SpinFull_8yr","0.098","0.0064","0.00e+00"
"CapeFullC_14yr","SpinFull_8yr","0.019","0.008","0.00e+00"
"PeqParenC_14yr","SpinFull_8yr","0.009","0.008","0.00e+00"
"SbSchooC_14yr","SpinFull_8yr","0.004","0.0083","0.00e+00"
"SclAnxieC_14yr","SpinFull_8yr","0.027","0.0083","0.00e+00"
"SclDepreC_14yr","SpinFull_8yr","0.03","0.0083","0.00e+00"
"SdqProsoC_14yr","SpinFull_8yr","0.039","0.0088","0.00e+00"
"SdqProsoM_14yr","SpinFull_8yr","0.073","0.0096","0.00e+00"
"SmfqFullC_14yr","SpinFull_8yr","0.004","0.008","0.00e+00"
"SmfqFullM_14yr","SpinFull_8yr","0.094","0.0086","0.00e+00"
"SpinFullC_14yr","SpinFull_8yr","0.041","0.008","0.00e+00"
"SppaSociaC_14yr","SpinFull_8yr","0.035","0.0079","0.00e+00"
"SwlsFullC_14yr","SpinFull_8yr","0.005","0.008","0.00e+00"
"YptiFullC_14yr","SpinFull_8yr","-0.009","0.008","0.00e+00"
"CapeFullC_14yr","SprakSeman_8yr","0.021","0.0101","0.00e+00"
"PeqParenC_14yr","SprakSeman_8yr","0.014","0.0101","0.00e+00"
"SbSchooC_14yr","SprakSeman_8yr","0","0.0101","0.00e+00"
"SclAnxieC_14yr","SprakSeman_8yr","0.008","0.0101","0.00e+00"
"SclDepreC_14yr","SprakSeman_8yr","0.024","0.0101","0.00e+00"
"SdqProsoC_14yr","SprakSeman_8yr","0.049","0.0105","0.00e+00"
"SdqProsoM_14yr","SprakSeman_8yr","0.069","0.0119","0.00e+00"
"SmfqFullC_14yr","SprakSeman_8yr","0.005","0.0101","0.00e+00"
"SmfqFullM_14yr","SprakSeman_8yr","0.083","0.0114","0.00e+00"
"SpinFullC_14yr","SprakSeman_8yr","0.018","0.0102","0.00e+00"
"SppaSociaC_14yr","SprakSeman_8yr","0.012","0.0101","0.00e+00"
"SwlsFullC_14yr","SprakSeman_8yr","0.006","0.0101","0.00e+00"
"YptiFullC_14yr","SprakSeman_8yr","-0.016","0.0101","0.00e+00"
"PeqParenC_14yr","CapeFullC_14yr","0.143","0.0066","7.33e-255"
"SbSchooC_14yr","CapeFullC_14yr","0.138","0.0069","1.09e-322"
"SclAnxieC_14yr","CapeFullC_14yr","0.345","0.0062","0.00e+00"
"SclDepreC_14yr","CapeFullC_14yr","0.364","0.0061","0.00e+00"
"SdqProsoC_14yr","CapeFullC_14yr","0.021","0.0079","0.00e+00"
"SdqProsoM_14yr","CapeFullC_14yr","0.015","0.0099","0.00e+00"
"SmfqFullC_14yr","CapeFullC_14yr","0.337","0.007","1.39e-204"
"SmfqFullM_14yr","CapeFullC_14yr","0.12","0.0094","0.00e+00"
"SpinFullC_14yr","CapeFullC_14yr","0.226","0.0076","0.00e+00"
"SppaSociaC_14yr","CapeFullC_14yr","0.146","0.0066","2.03e-192"
"SwlsFullC_14yr","CapeFullC_14yr","0.212","0.0065","0.00e+00"
"YptiFullC_14yr","CapeFullC_14yr","0.11","0.0067","1.04e-310"
"SbSchooC_14yr","PeqParenC_14yr","0.141","0.0069","8.61e-242"
"SclAnxieC_14yr","PeqParenC_14yr","0.161","0.0069","0.00e+00"
"SclDepreC_14yr","PeqParenC_14yr","0.218","0.0067","0.00e+00"
"SdqProsoC_14yr","PeqParenC_14yr","0.112","0.0078","1.75e-298"
"SdqProsoM_14yr","PeqParenC_14yr","0.122","0.0097","0.00e+00"
"SmfqFullC_14yr","PeqParenC_14yr","0.205","0.0075","2.06e-184"
"SmfqFullM_14yr","PeqParenC_14yr","0.123","0.0094","0.00e+00"
"SpinFullC_14yr","PeqParenC_14yr","0.11","0.0079","0.00e+00"
"SppaSociaC_14yr","PeqParenC_14yr","0.106","0.0067","9.44e-153"
"SwlsFullC_14yr","PeqParenC_14yr","0.264","0.0063","0.00e+00"
"YptiFullC_14yr","PeqParenC_14yr","0.112","0.0067","7.12e-274"
"SclAnxieC_14yr","SbSchooC_14yr","0.169","0.0069","0.00e+00"
"SclDepreC_14yr","SbSchooC_14yr","0.205","0.0068","0.00e+00"
"SdqProsoC_14yr","SbSchooC_14yr","0.032","0.0079","0.00e+00"
"SdqProsoM_14yr","SbSchooC_14yr","0.012","0.0099","0.00e+00"
"SmfqFullC_14yr","SbSchooC_14yr","0.185","0.008","1.07e-205"
"SmfqFullM_14yr","SbSchooC_14yr","0.125","0.01","0.00e+00"
"SpinFullC_14yr","SbSchooC_14yr","0.131","0.0082","0.00e+00"
"SppaSociaC_14yr","SbSchooC_14yr","0.182","0.0068","2.44e-212"
"SwlsFullC_14yr","SbSchooC_14yr","0.257","0.0066","0.00e+00"
"YptiFullC_14yr","SbSchooC_14yr","0.096","0.007","8.28e-309"
"SclDepreC_14yr","SclAnxieC_14yr","0.623","0.0043","0.00e+00"
"SdqProsoC_14yr","SclAnxieC_14yr","0.021","0.0079","0.00e+00"
"SdqProsoM_14yr","SclAnxieC_14yr","0.018","0.0099","0.00e+00"
"SmfqFullC_14yr","SclAnxieC_14yr","0.405","0.0069","0.00e+00"
"SmfqFullM_14yr","SclAnxieC_14yr","0.323","0.0091","0.00e+00"
