"Var1","Var2","r","se","p"
"EasSocia_3yr","EasActiv_3yr","0.127","0.0043","0.00e+00"
"ItseaCompe_3yr","EasActiv_3yr","0.011","0.0043","0.00e+00"
"ItseaDysre_3yr","EasActiv_3yr","0.014","0.0043","0.00e+00"
"ItseaExter_3yr","EasActiv_3yr","0.052","0.0043","0.00e+00"
"ItseaInter_3yr","EasActiv_3yr","0.009","0.0043","0.00e+00"
"ScqRestr_3yr","EasActiv_3yr","0.021","0.0043","0.00e+00"
"ScqSocia_3yr","EasActiv_3yr","0.052","0.0043","0.00e+00"
"SdqProso_3yr","EasActiv_3yr","0.016","0.0043","0.00e+00"
"AsqLangu_5yr","EasActiv_3yr","0.006","0.0056","0.00e+00"
"AsqMotor_5yr","EasActiv_3yr","0.043","0.0056","0.00e+00"
"CastFull_5yr","EasActiv_3yr","0.027","0.0093","0.00e+00"
"CbclExter_5yr","EasActiv_3yr","0.034","0.0056","0.00e+00"
"CbclInter_5yr","EasActiv_3yr","0.019","0.0056","0.00e+00"
"CccCoher_5yr","EasActiv_3yr","0.006","0.0056","0.00e+00"
"CprsrsFull_5yr","EasActiv_3yr","0.038","0.0056","0.00e+00"
"EasActiv_5yr","EasActiv_3yr","0.268","0.0052","0.00e+00"
"EasEmoti_5yr","EasActiv_3yr","0.041","0.0056","0.00e+00"
"EasShyne_5yr","EasActiv_3yr","0.055","0.0056","0.00e+00"
"EasSocia_5yr","EasActiv_3yr","0.07","0.0056","1.20e-294"
"SlasFull_5yr","EasActiv_3yr","0.053","0.011","0.00e+00"
"SprakExpre_5yr","EasActiv_3yr","-0.018","0.0061","0.00e+00"
"SprakRecep_5yr","EasActiv_3yr","-0.026","0.0061","0.00e+00"
"SprakSeman_5yr","EasActiv_3yr","-0.023","0.0061","0.00e+00"
"CccCoher_8yr","EasActiv_3yr","0.004","0.0064","0.00e+00"
"CebqFull_8yr","EasActiv_3yr","-0.003","0.0054","0.00e+00"
"NhpicBenev_8yr","EasActiv_3yr","0.04","0.0054","0.00e+00"
"NhpicConsc_8yr","EasActiv_3yr","0.049","0.0054","0.00e+00"
"RsdbdAdhd_8yr","EasActiv_3yr","0.056","0.0054","0.00e+00"
"RsdbdCondu_8yr","EasActiv_3yr","-0.009","0.0054","0.00e+00"
"RsdbdHyper_8yr","EasActiv_3yr","0.05","0.0054","0.00e+00"
"RsdbdInatt_8yr","EasActiv_3yr","0.05","0.0054","0.00e+00"
"RsdbdOdd_8yr","EasActiv_3yr","0.019","0.0054","0.00e+00"
"ScaredFull_8yr","EasActiv_3yr","0.016","0.0054","0.00e+00"
"ScqRestr_8yr","EasActiv_3yr","0.018","0.0054","0.00e+00"
"ScqSocia_8yr","EasActiv_3yr","0.017","0.0054","0.00e+00"
"SmfqFull_8yr","EasActiv_3yr","0.015","0.0054","0.00e+00"
"SpinFull_8yr","EasActiv_3yr","0.006","0.0055","0.00e+00"
"SprakSeman_8yr","EasActiv_3yr","-0.029","0.007","0.00e+00"
"CapeFullC_14yr","EasActiv_3yr","0.004","0.0078","5.53e-207"
"PeqParenC_14yr","EasActiv_3yr","0.008","0.0078","4.18e-184"
"SbSchooC_14yr","EasActiv_3yr","-0.002","0.0082","1.02e-212"
"SclAnxieC_14yr","EasActiv_3yr","0.012","0.0082","0.00e+00"
"SclDepreC_14yr","EasActiv_3yr","0.004","0.0082","0.00e+00"
"SdqProsoC_14yr","EasActiv_3yr","-0.006","0.0081","0.00e+00"
"SdqProsoM_14yr","EasActiv_3yr","0.011","0.009","0.00e+00"
"SmfqFullC_14yr","EasActiv_3yr","0.005","0.0085","2.86e-166"
"SmfqFullM_14yr","EasActiv_3yr","0.02","0.0092","0.00e+00"
"SpinFullC_14yr","EasActiv_3yr","0.001","0.0086","0.00e+00"
"SppaSociaC_14yr","EasActiv_3yr","0.001","0.0078","4.04e-139"
"SwlsFullC_14yr","EasActiv_3yr","0.001","0.0078","1.39e-301"
"YptiFullC_14yr","EasActiv_3yr","0.009","0.0078","7.73e-239"
"EasShyne_3yr","EasEmoti_3yr","0.111","0.0043","0.00e+00"
"EasSocia_3yr","EasEmoti_3yr","0.048","0.0043","0.00e+00"
"ItseaCompe_3yr","EasEmoti_3yr","0","0.0043","0.00e+00"
"ItseaDysre_3yr","EasEmoti_3yr","0.019","0.0043","0.00e+00"
"ItseaExter_3yr","EasEmoti_3yr","0.143","0.0043","0.00e+00"
"ItseaInter_3yr","EasEmoti_3yr","0.015","0.0043","0.00e+00"
"ScqRestr_3yr","EasEmoti_3yr","0.021","0.0043","0.00e+00"
"ScqSocia_3yr","EasEmoti_3yr","0.044","0.0043","0.00e+00"
"SdqProso_3yr","EasEmoti_3yr","0.023","0.0043","0.00e+00"
"AsqLangu_5yr","EasEmoti_3yr","0.006","0.0056","0.00e+00"
"AsqMotor_5yr","EasEmoti_3yr","0.01","0.0056","0.00e+00"
"CastFull_5yr","EasEmoti_3yr","0.017","0.0093","0.00e+00"
"CbclExter_5yr","EasEmoti_3yr","0.094","0.0056","0.00e+00"
"CbclInter_5yr","EasEmoti_3yr","0.044","0.0056","0.00e+00"
"CccCoher_5yr","EasEmoti_3yr","0.014","0.0056","0.00e+00"
"CprsrsFull_5yr","EasEmoti_3yr","0.054","0.0056","0.00e+00"
"EasActiv_5yr","EasEmoti_3yr","0.044","0.0056","0.00e+00"
"EasEmoti_5yr","EasEmoti_3yr","0.222","0.0053","0.00e+00"
"EasShyne_5yr","EasEmoti_3yr","0.063","0.0056","0.00e+00"
"EasSocia_5yr","EasEmoti_3yr","0.03","0.0056","7.52e-297"
"SlasFull_5yr","EasEmoti_3yr","0.067","0.011","0.00e+00"
"SprakExpre_5yr","EasEmoti_3yr","-0.03","0.0061","0.00e+00"
"SprakRecep_5yr","EasEmoti_3yr","-0.038","0.0061","0.00e+00"
"SprakSeman_5yr","EasEmoti_3yr","-0.037","0.0061","0.00e+00"
"CccCoher_8yr","EasEmoti_3yr","0.006","0.0064","0.00e+00"
"CebqFull_8yr","EasEmoti_3yr","-0.013","0.0054","0.00e+00"
"NhpicBenev_8yr","EasEmoti_3yr","0.096","0.0054","0.00e+00"
"NhpicConsc_8yr","EasEmoti_3yr","0.053","0.0054","0.00e+00"
"RsdbdAdhd_8yr","EasEmoti_3yr","0.066","0.0054","0.00e+00"
"RsdbdCondu_8yr","EasEmoti_3yr","-0.013","0.0054","0.00e+00"
"RsdbdHyper_8yr","EasEmoti_3yr","0.044","0.0054","0.00e+00"
"RsdbdInatt_8yr","EasEmoti_3yr","0.056","0.0054","0.00e+00"
"RsdbdOdd_8yr","EasEmoti_3yr","0.065","0.0054","0.00e+00"
"ScaredFull_8yr","EasEmoti_3yr","0.005","0.0054","0.00e+00"
"ScqRestr_8yr","EasEmoti_3yr","0.019","0.0054","0.00e+00"
"ScqSocia_8yr","EasEmoti_3yr","0.015","0.0054","0.00e+00"
"SmfqFull_8yr","EasEmoti_3yr","0.009","0.0054","0.00e+00"
"SpinFull_8yr","EasEmoti_3yr","-0.003","0.0055","0.00e+00"
"SprakSeman_8yr","EasEmoti_3yr","-0.042","0.007","0.00e+00"
"CapeFullC_14yr","EasEmoti_3yr","-0.003","0.0078","2.87e-204"
"PeqParenC_14yr","EasEmoti_3yr","0.003","0.0078","2.95e-181"
"SbSchooC_14yr","EasEmoti_3yr","0.002","0.0082","1.73e-201"
"SclAnxieC_14yr","EasEmoti_3yr","0.003","0.0082","0.00e+00"
"SclDepreC_14yr","EasEmoti_3yr","-0.005","0.0082","0.00e+00"
"SdqProsoC_14yr","EasEmoti_3yr","0","0.0081","3.12e-311"
"SdqProsoM_14yr","EasEmoti_3yr","0.017","0.009","0.00e+00"
"SmfqFullC_14yr","EasEmoti_3yr","0.001","0.0085","5.54e-159"
"SmfqFullM_14yr","EasEmoti_3yr","-0.004","0.0092","0.00e+00"
"SpinFullC_14yr","EasEmoti_3yr","-0.001","0.0086","0.00e+00"
"SppaSociaC_14yr","EasEmoti_3yr","0.013","0.0078","5.43e-135"
"SwlsFullC_14yr","EasEmoti_3yr","0.001","0.0078","3.41e-298"
"YptiFullC_14yr","EasEmoti_3yr","0.022","0.0078","3.21e-235"
"EasSocia_3yr","EasShyne_3yr","0.561","0.003","0.00e+00"
"ItseaCompe_3yr","EasShyne_3yr","0.04","0.0043","0.00e+00"
"ItseaDysre_3yr","EasShyne_3yr","0.016","0.0043","0.00e+00"
"ItseaExter_3yr","EasShyne_3yr","0.025","0.0043","0.00e+00"
"ItseaInter_3yr","EasShyne_3yr","0.056","0.0043","0.00e+00"
"ScqRestr_3yr","EasShyne_3yr","0.018","0.0043","0.00e+00"
"ScqSocia_3yr","EasShyne_3yr","0.085","0.0043","0.00e+00"
"SdqProso_3yr","EasShyne_3yr","0.049","0.0043","0.00e+00"
"AsqLangu_5yr","EasShyne_3yr","0.022","0.0056","0.00e+00"
"AsqMotor_5yr","EasShyne_3yr","0.034","0.0056","0.00e+00"
"CastFull_5yr","EasShyne_3yr","0.051","0.0093","0.00e+00"
"CbclExter_5yr","EasShyne_3yr","0.03","0.0056","0.00e+00"
"CbclInter_5yr","EasShyne_3yr","0.077","0.0056","0.00e+00"
"CccCoher_5yr","EasShyne_3yr","0.023","0.0056","0.00e+00"
"CprsrsFull_5yr","EasShyne_3yr","0.035","0.0056","0.00e+00"
"EasActiv_5yr","EasShyne_3yr","0.073","0.0056","0.00e+00"
"EasEmoti_5yr","EasShyne_3yr","0.07","0.0056","0.00e+00"
"EasShyne_5yr","EasShyne_3yr","0.284","0.0051","0.00e+00"
"EasSocia_5yr","EasShyne_3yr","0.159","0.0055","5.00e-312"
"SlasFull_5yr","EasShyne_3yr","0.081","0.011","0.00e+00"
"SprakExpre_5yr","EasShyne_3yr","0.025","0.0061","0.00e+00"
"SprakRecep_5yr","EasShyne_3yr","-0.005","0.0061","0.00e+00"
"SprakSeman_5yr","EasShyne_3yr","0","0.0061","0.00e+00"
"CccCoher_8yr","EasShyne_3yr","0.029","0.0064","0.00e+00"
"CebqFull_8yr","EasShyne_3yr","0.003","0.0054","0.00e+00"
"NhpicBenev_8yr","EasShyne_3yr","0.041","0.0054","0.00e+00"
"NhpicConsc_8yr","EasShyne_3yr","0.034","0.0054","0.00e+00"
"RsdbdAdhd_8yr","EasShyne_3yr","0.026","0.0054","0.00e+00"
"RsdbdCondu_8yr","EasShyne_3yr","-0.01","0.0054","0.00e+00"
"RsdbdHyper_8yr","EasShyne_3yr","0.025","0.0054","0.00e+00"
"RsdbdInatt_8yr","EasShyne_3yr","0.033","0.0054","0.00e+00"
"RsdbdOdd_8yr","EasShyne_3yr","0.024","0.0054","0.00e+00"
"ScaredFull_8yr","EasShyne_3yr","0.042","0.0054","0.00e+00"
"ScqRestr_8yr","EasShyne_3yr","0.044","0.0054","0.00e+00"
"ScqSocia_8yr","EasShyne_3yr","0.019","0.0054","0.00e+00"
"SmfqFull_8yr","EasShyne_3yr","0.017","0.0054","0.00e+00"
"SpinFull_8yr","EasShyne_3yr","0.027","0.0055","0.00e+00"
"SprakSeman_8yr","EasShyne_3yr","0.004","0.007","0.00e+00"
"CapeFullC_14yr","EasShyne_3yr","-0.003","0.0078","8.66e-250"
"PeqParenC_14yr","EasShyne_3yr","0.019","0.0078","2.31e-224"
"SbSchooC_14yr","EasShyne_3yr","0.017","0.0082","8.65e-251"
"SclAnxieC_14yr","EasShyne_3yr","0.009","0.0082","0.00e+00"
"SclDepreC_14yr","EasShyne_3yr","0.01","0.0082","0.00e+00"
"SdqProsoC_14yr","EasShyne_3yr","0.023","0.0081","0.00e+00"
"SdqProsoM_14yr","EasShyne_3yr","0.042","0.009","0.00e+00"
"SmfqFullC_14yr","EasShyne_3yr","0.003","0.0085","3.37e-202"
"SmfqFullM_14yr","EasShyne_3yr","0.017","0.0092","0.00e+00"
"SpinFullC_14yr","EasShyne_3yr","0.009","0.0086","0.00e+00"
"SppaSociaC_14yr","EasShyne_3yr","0.01","0.0078","4.03e-179"
"SwlsFullC_14yr","EasShyne_3yr","0.006","0.0078","0.00e+00"
"YptiFullC_14yr","EasShyne_3yr","0.017","0.0078","1.03e-279"
"ItseaCompe_3yr","EasSocia_3yr","0.039","0.0043","0.00e+00"
"ItseaDysre_3yr","EasSocia_3yr","0.024","0.0043","0.00e+00"
"ItseaExter_3yr","EasSocia_3yr","0.026","0.0043","0.00e+00"
"ItseaInter_3yr","EasSocia_3yr","0.036","0.0043","0.00e+00"
"ScqRestr_3yr","EasSocia_3yr","0.025","0.0043","0.00e+00"
"ScqSocia_3yr","EasSocia_3yr","0.079","0.0043","0.00e+00"
"SdqProso_3yr","EasSocia_3yr","0.047","0.0043","0.00e+00"
"AsqLangu_5yr","EasSocia_3yr","0.029","0.0056","0.00e+00"
"AsqMotor_5yr","EasSocia_3yr","0.026","0.0056","0.00e+00"
"CastFull_5yr","EasSocia_3yr","0.041","0.0093","0.00e+00"
"CbclExter_5yr","EasSocia_3yr","0.033","0.0056","0.00e+00"
"CbclInter_5yr","EasSocia_3yr","0.052","0.0056","0.00e+00"
"CccCoher_5yr","EasSocia_3yr","0.025","0.0056","5.24e-270"
"CprsrsFull_5yr","EasSocia_3yr","0.035","0.0056","0.00e+00"
"EasActiv_5yr","EasSocia_3yr","0.056","0.0056","0.00e+00"
"EasEmoti_5yr","EasSocia_3yr","0.035","0.0056","0.00e+00"
"EasShyne_5yr","EasSocia_3yr","0.173","0.0054","0.00e+00"
"EasSocia_5yr","EasSocia_3yr","0.194","0.0054","1.54e-216"
"SlasFull_5yr","EasSocia_3yr","0.081","0.011","0.00e+00"
"SprakExpre_5yr","EasSocia_3yr","0.015","0.0061","0.00e+00"
"SprakRecep_5yr","EasSocia_3yr","-0.005","0.0061","0.00e+00"
"SprakSeman_5yr","EasSocia_3yr","0","0.0061","0.00e+00"
"CccCoher_8yr","EasSocia_3yr","0.03","0.0064","0.00e+00"
"CebqFull_8yr","EasSocia_3yr","0.005","0.0054","0.00e+00"
"NhpicBenev_8yr","EasSocia_3yr","0.026","0.0054","0.00e+00"
"NhpicConsc_8yr","EasSocia_3yr","0.026","0.0054","0.00e+00"
"RsdbdAdhd_8yr","EasSocia_3yr","0.023","0.0054","0.00e+00"
"RsdbdCondu_8yr","EasSocia_3yr","-0.007","0.0054","0.00e+00"
"RsdbdHyper_8yr","EasSocia_3yr","0.028","0.0054","0.00e+00"
"RsdbdInatt_8yr","EasSocia_3yr","0.025","0.0054","0.00e+00"
"RsdbdOdd_8yr","EasSocia_3yr","0.023","0.0054","0.00e+00"
"ScaredFull_8yr","EasSocia_3yr","0.034","0.0054","0.00e+00"
"ScqRestr_8yr","EasSocia_3yr","0.047","0.0054","0.00e+00"
"ScqSocia_8yr","EasSocia_3yr","0.018","0.0054","0.00e+00"
"SmfqFull_8yr","EasSocia_3yr","0.015","0.0054","0.00e+00"
"SpinFull_8yr","EasSocia_3yr","0.027","0.0055","0.00e+00"
"SprakSeman_8yr","EasSocia_3yr","0.004","0.007","0.00e+00"
"CapeFullC_14yr","EasSocia_3yr","0.006","0.0078","8.90e-190"
"PeqParenC_14yr","EasSocia_3yr","0.011","0.0078","1.94e-167"
"SbSchooC_14yr","EasSocia_3yr","0.001","0.0082","1.53e-193"
"SclAnxieC_14yr","EasSocia_3yr","0.017","0.0082","0.00e+00"
"SclDepreC_14yr","EasSocia_3yr","0.004","0.0082","0.00e+00"
"SdqProsoC_14yr","EasSocia_3yr","0.019","0.0081","1.73e-300"
"SdqProsoM_14yr","EasSocia_3yr","0.038","0.009","0.00e+00"
"SmfqFullC_14yr","EasSocia_3yr","0.001","0.0085","2.18e-146"
"SmfqFullM_14yr","EasSocia_3yr","0.021","0.0092","0.00e+00"
"SpinFullC_14yr","EasSocia_3yr","0.005","0.0086","0.00e+00"
"SppaSociaC_14yr","EasSocia_3yr","0.008","0.0078","9.12e-121"
"SwlsFullC_14yr","EasSocia_3yr","0","0.0078","2.00e-285"
"YptiFullC_14yr","EasSocia_3yr","0.007","0.0078","6.17e-224"
"ItseaDysre_3yr","ItseaCompe_3yr","0.095","0.0041","0.00e+00"
"ItseaExter_3yr","ItseaCompe_3yr","0.104","0.0041","0.00e+00"
"ItseaInter_3yr","ItseaCompe_3yr","0.248","0.0039","0.00e+00"
"ScqRestr_3yr","ItseaCompe_3yr","0.125","0.0041","0.00e+00"
"ScqSocia_3yr","ItseaCompe_3yr","0.139","0.0041","0.00e+00"
"SdqProso_3yr","ItseaCompe_3yr","0.159","0.004","0.00e+00"
"AsqLangu_5yr","ItseaCompe_3yr","0.133","0.0054","0.00e+00"
"AsqMotor_5yr","ItseaCompe_3yr","0.111","0.0054","0.00e+00"
"CastFull_5yr","ItseaCompe_3yr","0.165","0.0088","0.00e+00"
"CbclExter_5yr","ItseaCompe_3yr","0.029","0.0056","0.00e+00"
"CbclInter_5yr","ItseaCompe_3yr","0.103","0.0055","0.00e+00"
"CccCoher_5yr","ItseaCompe_3yr","0.064","0.0054","0.00e+00"
"CprsrsFull_5yr","ItseaCompe_3yr","0.062","0.0054","0.00e+00"
"EasActiv_5yr","ItseaCompe_3yr","0.012","0.0056","0.00e+00"
"EasEmoti_5yr","ItseaCompe_3yr","-0.001","0.0056","0.00e+00"
"EasShyne_5yr","ItseaCompe_3yr","0.026","0.0056","0.00e+00"
"EasSocia_5yr","ItseaCompe_3yr","0.036","0.0056","0.00e+00"
"SlasFull_5yr","ItseaCompe_3yr","0.182","0.0103","0.00e+00"
"SprakExpre_5yr","ItseaCompe_3yr","0.112","0.0058","0.00e+00"
"SprakRecep_5yr","ItseaCompe_3yr","0.114","0.0058","0.00e+00"
"SprakSeman_5yr","ItseaCompe_3yr","0.123","0.0058","0.00e+00"
"CccCoher_8yr","ItseaCompe_3yr","0.14","0.0061","0.00e+00"
"CebqFull_8yr","ItseaCompe_3yr","0.022","0.0053","0.00e+00"
"NhpicBenev_8yr","ItseaCompe_3yr","0.016","0.0053","0.00e+00"
"NhpicConsc_8yr","ItseaCompe_3yr","0.028","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ItseaCompe_3yr","0.014","0.0053","0.00e+00"
"RsdbdCondu_8yr","ItseaCompe_3yr","0.067","0.0052","0.00e+00"
"RsdbdHyper_8yr","ItseaCompe_3yr","0.06","0.0053","0.00e+00"
"RsdbdInatt_8yr","ItseaCompe_3yr","0.044","0.0053","0.00e+00"
"RsdbdOdd_8yr","ItseaCompe_3yr","0.034","0.0053","0.00e+00"
"ScaredFull_8yr","ItseaCompe_3yr","0.049","0.0053","0.00e+00"
"ScqRestr_8yr","ItseaCompe_3yr","0.198","0.0051","0.00e+00"
"ScqSocia_8yr","ItseaCompe_3yr","0.018","0.0053","0.00e+00"
"SmfqFull_8yr","ItseaCompe_3yr","0.08","0.0052","0.00e+00"
"SpinFull_8yr","ItseaCompe_3yr","0.053","0.0053","0.00e+00"
"SprakSeman_8yr","ItseaCompe_3yr","0.118","0.0067","0.00e+00"
"CapeFullC_14yr","ItseaCompe_3yr","-0.01","0.0076","0.00e+00"
"PeqParenC_14yr","ItseaCompe_3yr","0.003","0.0076","0.00e+00"
"SbSchooC_14yr","ItseaCompe_3yr","-0.017","0.0079","0.00e+00"
"SclAnxieC_14yr","ItseaCompe_3yr","-0.024","0.0079","0.00e+00"
"SclDepreC_14yr","ItseaCompe_3yr","-0.019","0.0079","0.00e+00"
"SdqProsoC_14yr","ItseaCompe_3yr","0.026","0.0079","0.00e+00"
"SdqProsoM_14yr","ItseaCompe_3yr","0.075","0.0087","0.00e+00"
"SmfqFullC_14yr","ItseaCompe_3yr","-0.029","0.0083","0.00e+00"
"SmfqFullM_14yr","ItseaCompe_3yr","0.026","0.009","0.00e+00"
"SpinFullC_14yr","ItseaCompe_3yr","-0.007","0.0085","0.00e+00"
"SppaSociaC_14yr","ItseaCompe_3yr","0.004","0.0076","0.00e+00"
"SwlsFullC_14yr","ItseaCompe_3yr","-0.022","0.0076","0.00e+00"
"YptiFullC_14yr","ItseaCompe_3yr","-0.015","0.0076","0.00e+00"
"ItseaExter_3yr","ItseaDysre_3yr","0.088","0.0041","0.00e+00"
"ItseaInter_3yr","ItseaDysre_3yr","0.078","0.0041","0.00e+00"
"ScqRestr_3yr","ItseaDysre_3yr","0.008","0.0042","0.00e+00"
"ScqSocia_3yr","ItseaDysre_3yr","0.035","0.0041","0.00e+00"
"SdqProso_3yr","ItseaDysre_3yr","0.039","0.0041","0.00e+00"
"AsqLangu_5yr","ItseaDysre_3yr","0.046","0.0055","0.00e+00"
"AsqMotor_5yr","ItseaDysre_3yr","0.06","0.0055","0.00e+00"
"CastFull_5yr","ItseaDysre_3yr","0.051","0.009","0.00e+00"
"CbclExter_5yr","ItseaDysre_3yr","0.044","0.0056","0.00e+00"
"CbclInter_5yr","ItseaDysre_3yr","0.116","0.0055","0.00e+00"
"CccCoher_5yr","ItseaDysre_3yr","0.022","0.0054","0.00e+00"
"CprsrsFull_5yr","ItseaDysre_3yr","0.037","0.0054","0.00e+00"
"EasActiv_5yr","ItseaDysre_3yr","0.013","0.0056","0.00e+00"
"EasEmoti_5yr","ItseaDysre_3yr","0.03","0.0056","0.00e+00"
"EasShyne_5yr","ItseaDysre_3yr","0.02","0.0056","0.00e+00"
"EasSocia_5yr","ItseaDysre_3yr","0.025","0.0056","0.00e+00"
"SlasFull_5yr","ItseaDysre_3yr","0.083","0.0106","0.00e+00"
"SprakExpre_5yr","ItseaDysre_3yr","0.033","0.0059","0.00e+00"
"SprakRecep_5yr","ItseaDysre_3yr","0.057","0.0059","0.00e+00"
"SprakSeman_5yr","ItseaDysre_3yr","0.04","0.0059","0.00e+00"
"CccCoher_8yr","ItseaDysre_3yr","0.058","0.0062","0.00e+00"
"CebqFull_8yr","ItseaDysre_3yr","0.005","0.0053","0.00e+00"
"NhpicBenev_8yr","ItseaDysre_3yr","0.036","0.0053","0.00e+00"
"NhpicConsc_8yr","ItseaDysre_3yr","0.038","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ItseaDysre_3yr","0.026","0.0053","0.00e+00"
"RsdbdCondu_8yr","ItseaDysre_3yr","0.058","0.0053","0.00e+00"
"RsdbdHyper_8yr","ItseaDysre_3yr","0.061","0.0053","0.00e+00"
"RsdbdInatt_8yr","ItseaDysre_3yr","0.045","0.0053","0.00e+00"
"RsdbdOdd_8yr","ItseaDysre_3yr","0.032","0.0053","0.00e+00"
"ScaredFull_8yr","ItseaDysre_3yr","0.107","0.0052","0.00e+00"
"ScqRestr_8yr","ItseaDysre_3yr","0.077","0.0053","0.00e+00"
"ScqSocia_8yr","ItseaDysre_3yr","-0.008","0.0053","0.00e+00"
"SmfqFull_8yr","ItseaDysre_3yr","0.089","0.0052","0.00e+00"
"SpinFull_8yr","ItseaDysre_3yr","0.052","0.0053","0.00e+00"
"SprakSeman_8yr","ItseaDysre_3yr","0.044","0.0068","0.00e+00"
"CapeFullC_14yr","ItseaDysre_3yr","0.003","0.0076","0.00e+00"
"PeqParenC_14yr","ItseaDysre_3yr","0.001","0.0076","0.00e+00"
"SbSchooC_14yr","ItseaDysre_3yr","0","0.008","0.00e+00"
"SclAnxieC_14yr","ItseaDysre_3yr","0.018","0.0079","0.00e+00"
"SclDepreC_14yr","ItseaDysre_3yr","0.016","0.008","0.00e+00"
"SdqProsoC_14yr","ItseaDysre_3yr","0.003","0.0079","0.00e+00"
"SdqProsoM_14yr","ItseaDysre_3yr","0.037","0.0088","0.00e+00"
"SmfqFullC_14yr","ItseaDysre_3yr","0.008","0.0084","0.00e+00"
"SmfqFullM_14yr","ItseaDysre_3yr","0.064","0.009","0.00e+00"
"SpinFullC_14yr","ItseaDysre_3yr","0.022","0.0085","0.00e+00"
"SppaSociaC_14yr","ItseaDysre_3yr","-0.001","0.0076","0.00e+00"
"SwlsFullC_14yr","ItseaDysre_3yr","0.013","0.0076","0.00e+00"
"YptiFullC_14yr","ItseaDysre_3yr","0.001","0.0076","0.00e+00"
"ItseaInter_3yr","ItseaExter_3yr","0.054","0.0041","0.00e+00"
"ScqRestr_3yr","ItseaExter_3yr","0.058","0.0041","0.00e+00"
"ScqSocia_3yr","ItseaExter_3yr","0.06","0.0041","0.00e+00"
"SdqProso_3yr","ItseaExter_3yr","0.131","0.0041","0.00e+00"
"AsqLangu_5yr","ItseaExter_3yr","0.062","0.0055","0.00e+00"
"AsqMotor_5yr","ItseaExter_3yr","0.06","0.0055","0.00e+00"
"CastFull_5yr","ItseaExter_3yr","0.093","0.009","0.00e+00"
"CbclExter_5yr","ItseaExter_3yr","0.208","0.0054","0.00e+00"
"CbclInter_5yr","ItseaExter_3yr","0.098","0.0055","0.00e+00"
"CccCoher_5yr","ItseaExter_3yr","0.056","0.0054","0.00e+00"
"CprsrsFull_5yr","ItseaExter_3yr","0.169","0.0053","0.00e+00"
"EasActiv_5yr","ItseaExter_3yr","0.06","0.0056","0.00e+00"
"EasEmoti_5yr","ItseaExter_3yr","0.113","0.0055","0.00e+00"
"EasShyne_5yr","ItseaExter_3yr","0.015","0.0056","0.00e+00"
"EasSocia_5yr","ItseaExter_3yr","0.031","0.0056","0.00e+00"
"SlasFull_5yr","ItseaExter_3yr","0.068","0.0107","0.00e+00"
"SprakExpre_5yr","ItseaExter_3yr","0.028","0.0059","0.00e+00"
"SprakRecep_5yr","ItseaExter_3yr","0.059","0.0059","0.00e+00"
"SprakSeman_5yr","ItseaExter_3yr","0.038","0.0059","0.00e+00"
"CccCoher_8yr","ItseaExter_3yr","0.085","0.0062","0.00e+00"
"CebqFull_8yr","ItseaExter_3yr","0.029","0.0053","0.00e+00"
"NhpicBenev_8yr","ItseaExter_3yr","0.129","0.0052","0.00e+00"
"NhpicConsc_8yr","ItseaExter_3yr","0.075","0.0053","0.00e+00"
"RsdbdAdhd_8yr","ItseaExter_3yr","0.145","0.0052","0.00e+00"
"RsdbdCondu_8yr","ItseaExter_3yr","0.177","0.0051","0.00e+00"
"RsdbdHyper_8yr","ItseaExter_3yr","0.182","0.0051","0.00e+00"
"RsdbdInatt_8yr","ItseaExter_3yr","0.132","0.0052","0.00e+00"
"RsdbdOdd_8yr","ItseaExter_3yr","0.188","0.0051","0.00e+00"
"ScaredFull_8yr","ItseaExter_3yr","0.037","0.0053","0.00e+00"
"ScqRestr_8yr","ItseaExter_3yr","0.108","0.0052","0.00e+00"
"ScqSocia_8yr","ItseaExter_3yr","0.013","0.0053","0.00e+00"
"SmfqFull_8yr","ItseaExter_3yr","0.131","0.0052","0.00e+00"
"SpinFull_8yr","ItseaExter_3yr","0.05","0.0053","0.00e+00"
"SprakSeman_8yr","ItseaExter_3yr","0.031","0.0068","0.00e+00"
"CapeFullC_14yr","ItseaExter_3yr","0.011","0.0076","0.00e+00"
"PeqParenC_14yr","ItseaExter_3yr","0.017","0.0076","0.00e+00"
"SbSchooC_14yr","ItseaExter_3yr","0.004","0.008","0.00e+00"
"SclAnxieC_14yr","ItseaExter_3yr","0.004","0.008","0.00e+00"
"SclDepreC_14yr","ItseaExter_3yr","0.003","0.008","0.00e+00"
"SdqProsoC_14yr","ItseaExter_3yr","0.039","0.0079","0.00e+00"
"SdqProsoM_14yr","ItseaExter_3yr","0.061","0.0088","0.00e+00"
"SmfqFullC_14yr","ItseaExter_3yr","0.005","0.0084","0.00e+00"
"SmfqFullM_14yr","ItseaExter_3yr","0.052","0.009","0.00e+00"
"SpinFullC_14yr","ItseaExter_3yr","0.006","0.0085","0.00e+00"
"SppaSociaC_14yr","ItseaExter_3yr","0.004","0.0076","0.00e+00"
"SwlsFullC_14yr","ItseaExter_3yr","0.013","0.0076","0.00e+00"
"YptiFullC_14yr","ItseaExter_3yr","0.02","0.0076","0.00e+00"
"ScqRestr_3yr","ItseaInter_3yr","0.076","0.0041","0.00e+00"
